"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年37週
"集計期間終了週",2010年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","13","15","28","279"
"RSウイルス感染症","5","6","11","146"
"咽頭結膜熱","26","17","43","146"
"Ａ群溶血性レンサ球菌咽頭炎","62","43","105","146"
"感染性胃腸炎","332","267","599","146"
"水痘","22","28","50","146"
"手足口病","82","64","146","146"
"伝染性紅斑","17","16","33","146"
"突発性発しん","54","59","113","146"
"百日咳","4","10","14","146"
"ヘルパンギーナ","47","44","91","146"
"流行性耳下腺炎","52","37","89","146"
"不明発しん症","7","9","16","146"
"川崎病","0","0","0","146"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","19","20","39","38"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","1","4","5","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
