"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年6週
"集計期間終了週",2004年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1911","1861","3772","178"
"RSウイルス感染症","6","4","10","142"
"咽頭結膜熱","15","7","22","142"
"Ａ群溶血性レンサ球菌咽頭炎","61","65","126","142"
"感染性胃腸炎","522","522","1044","142"
"水痘","69","65","134","142"
"手足口病","0","3","3","142"
"伝染性紅斑","28","32","60","142"
"突発性発しん","28","26","54","142"
"百日咳","1","2","3","142"
"風しん","5","1","6","142"
"ヘルパンギーナ","0","0","0","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","8","15","23","142"
"不明発しん症","7","3","10","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","7","10","17","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
