"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年39週
"集計期間終了週",2022年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","2","5","410"
"RSウイルス感染症","183","157","340","257"
"咽頭結膜熱","4","5","9","257"
"Ａ群溶血性レンサ球菌咽頭炎","28","27","55","257"
"感染性胃腸炎","317","270","587","257"
"水痘","7","6","13","257"
"手足口病","407","358","765","257"
"伝染性紅斑","1","1","2","257"
"突発性発しん","36","27","63","257"
"ヘルパンギーナ","91","88","179","257"
"流行性耳下腺炎","9","5","14","257"
"不明発しん症","5","4","9","257"
"川崎病","2","1","3","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","1","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
