"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年52週
"集計期間終了週",2022年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","620","519","1139","387"
"RSウイルス感染症","5","4","9","247"
"咽頭結膜熱","13","12","25","247"
"Ａ群溶血性レンサ球菌咽頭炎","25","15","40","247"
"感染性胃腸炎","923","815","1738","247"
"水痘","17","7","24","247"
"手足口病","10","10","20","247"
"伝染性紅斑","0","1","1","247"
"突発性発しん","19","13","32","247"
"ヘルパンギーナ","6","4","10","247"
"流行性耳下腺炎","3","2","5","247"
"不明発しん症","0","3","3","247"
"川崎病","1","1","2","247"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","0","4","4","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","6","1","7","25"
