"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年7週
"集計期間終了週",2022年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","408"
"RSウイルス感染症","1","2","3","257"
"咽頭結膜熱","11","2","13","257"
"Ａ群溶血性レンサ球菌咽頭炎","15","13","28","257"
"感染性胃腸炎","669","575","1244","257"
"水痘","9","7","16","257"
"手足口病","6","5","11","257"
"伝染性紅斑","1","2","3","257"
"突発性発しん","29","38","67","257"
"ヘルパンギーナ","0","0","0","257"
"流行性耳下腺炎","7","5","12","257"
"不明発しん症","6","1","7","257"
"川崎病","3","1","4","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","0","3","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
