"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年39週
"集計期間終了週",2024年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","145","145","290","418"
"新型コロナウイルス感染症（COVID-19）","579","693","1272","418"
"RSウイルス感染症","44","37","81","263"
"咽頭結膜熱","27","23","50","263"
"Ａ群溶血性レンサ球菌咽頭炎","184","167","351","263"
"感染性胃腸炎","370","308","678","263"
"水痘","23","19","42","263"
"手足口病","1247","1116","2363","263"
"伝染性紅斑","69","74","143","263"
"突発性発しん","34","29","63","263"
"ヘルパンギーナ","67","55","122","263"
"流行性耳下腺炎","8","5","13","263"
"不明発しん症","4","3","7","263"
"川崎病","0","0","0","263"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","8","6","14","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","49","35","84","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","3","2","5","25"
"COVID-19入院","53","41","94","25"
