"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年44週"
"集計期間終了週","2016年44週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","6","2","5","80","3","13","0","7","0","1","12","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","12","8","1","19","179","3","13","0","4","1","2","10","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","12","4","2","18","99","0","19","0","7","0","8","6","6","0","0","0","0","0","3","0","0","0","","","","","",""
"区西部","5","5","2","17","110","2","2","1","7","0","2","4","1","0","0","0","0","0","2","0","0","0","","","","","",""
"区西北部","11","7","3","26","102","10","24","0","5","0","2","6","1","0","0","2","0","0","1","0","0","0","","","","","",""
"区東北部","9","8","2","27","101","6","20","0","8","0","6","12","1","1","0","4","0","0","0","0","0","0","","","","","",""
"区東部","20","9","5","26","214","4","11","1","6","0","6","4","1","0","0","0","0","0","2","0","0","0","","","","","",""
"西多摩","1","6","0","2","16","0","4","0","1","0","3","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","10","18","1","26","220","3","7","0","5","1","3","34","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","1","1","15","51","1","8","1","2","0","2","3","0","0","0","0","0","0","1","0","2","0","","","","","",""
"北多摩南部","28","5","3","27","70","3","14","2","8","0","1","19","2","0","0","0","0","0","5","0","0","0","","","","","",""
"北多摩北部","5","6","1","38","58","7","7","1","5","0","2","2","0","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","120","83","25","248","1300","42","142","6","65","2","38","115","16","1","0","7","1","0","14","0","2","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年44週"
"集計期間終了週","2016年44週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","4","4","3","81","3","13","1","4","0","1","3","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区南部","21","8","1","22","143","3","6","1","7","1","3","9","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","11","4","5","13","83","0","18","3","4","0","2","10","2","0","0","4","0","1","3","0","0","0","","","","","",""
"区西部","10","9","3","10","106","6","3","1","5","0","2","1","1","0","0","1","0","0","2","0","0","0","","","","","",""
"区西北部","13","7","1","24","83","4","18","0","12","0","2","9","1","0","0","2","0","0","2","0","0","0","","","","","",""
"区東北部","6","4","3","27","93","3","19","1","2","2","1","10","1","1","0","4","0","0","3","0","0","0","","","","","",""
"区東部","17","6","2","19","184","3","9","2","7","1","1","2","2","0","0","3","0","0","2","0","0","0","","","","","",""
"西多摩","1","3","0","2","14","0","2","0","1","0","3","3","1","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","12","16","2","34","208","7","5","1","4","1","4","29","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","2","1","19","43","2","6","1","2","0","3","6","0","0","0","0","0","0","1","0","2","0","","","","","",""
"北多摩南部","17","7","3","25","84","3","15","4","4","0","2","16","1","0","0","1","0","0","6","0","0","0","","","","","",""
"北多摩北部","7","2","6","43","64","6","9","1","6","0","2","6","1","0","0","0","1","0","1","0","0","0","","","","","",""
"島しょ","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","123","72","32","242","1186","40","123","16","58","5","26","104","13","1","0","16","1","1","22","0","2","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年44週"
"集計期間終了週","2016年44週"
"性別","男女合計"

