"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年2週
"集計期間終了週",2007年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","18","18","36","270"
"RSウイルス感染症","31","37","68","141"
"咽頭結膜熱","16","14","30","141"
"Ａ群溶血性レンサ球菌咽頭炎","77","67","144","141"
"感染性胃腸炎","399","454","853","141"
"水痘","138","136","274","141"
"手足口病","6","7","13","141"
"伝染性紅斑","46","38","84","141"
"突発性発しん","41","33","74","141"
"百日咳","0","0","0","141"
"風しん","0","1","1","141"
"ヘルパンギーナ","1","0","1","141"
"麻しん（成人麻しん以外）","0","0","0","141"
"流行性耳下腺炎","29","15","44","141"
"不明発しん症","2","3","5","141"
"川崎病","1","1","2","141"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","6","12","14"
"細菌性髄膜炎","0","0","0","22"
"無菌性髄膜炎","0","0","0","22"
"マイコプラズマ肺炎","4","1","5","22"
"クラミジア肺炎(オウム病は除く)","0","0","0","22"
"成人麻しん","0","0","0","22"
