"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年49週
"集計期間終了週",2000年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","18","11","29","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","4","8","12","142"
"Ａ群溶血性レンサ球菌咽頭炎","36","42","78","142"
"感染性胃腸炎","628","615","1243","142"
"水痘","103","86","189","142"
"手足口病","28","20","48","142"
"伝染性紅斑","34","19","53","142"
"突発性発しん","29","40","69","142"
"百日咳","2","0","2","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","4","2","6","142"
"麻しん（成人麻しん以外）","2","2","4","142"
"流行性耳下腺炎","103","78","181","142"
"不明発しん症","2","3","5","142"
"川崎病","2","0","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","12","12","24","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
