"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2001年13週
"集計期間終了週",2001年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","167","192","359","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","1","3","4","142"
"Ａ群溶血性レンサ球菌咽頭炎","24","17","41","142"
"感染性胃腸炎","284","278","562","142"
"水痘","82","80","162","142"
"手足口病","1","1","2","142"
"伝染性紅斑","26","36","62","142"
"突発性発しん","42","35","77","142"
"百日咳","0","1","1","142"
"風しん","1","1","2","142"
"ヘルパンギーナ","4","7","11","142"
"麻しん（成人麻しん以外）","9","7","16","142"
"流行性耳下腺炎","70","87","157","142"
"不明発しん症","5","5","10","142"
"川崎病","0","2","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","15","21","14"
"急性脳炎(日本脳炎を除く)","0","1","1","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","3","4","25"
