"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年51週
"集計期間終了週",2023年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3855","3631","7486","414"
"新型コロナウイルス感染症（COVID-19）","629","667","1296","414"
"RSウイルス感染症","2","4","6","261"
"咽頭結膜熱","363","348","711","261"
"Ａ群溶血性レンサ球菌咽頭炎","801","709","1510","261"
"感染性胃腸炎","1474","1350","2824","261"
"水痘","29","23","52","261"
"手足口病","51","36","87","261"
"伝染性紅斑","9","7","16","261"
"突発性発しん","26","26","52","261"
"ヘルパンギーナ","4","3","7","261"
"流行性耳下腺炎","5","1","6","261"
"不明発しん症","9","3","12","261"
"川崎病","1","0","1","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","21","35","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","30","25","55","25"
"COVID-19入院","66","59","125","25"
