"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年9月"
"集計期間終了月","2021年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","23","3","9","5","0","0","6","0","0","",""
"区南部","2","2","3","1","0","0","0","0","0","",""
"区西南部","26","9","5","10","0","0","4","0","0","",""
"区西部","40","10","33","20","0","0","8","0","0","",""
"区西北部","13","3","3","10","0","0","2","0","0","",""
"区東北部","0","0","0","0","0","0","1","1","0","",""
"区東部","18","6","2","8","0","0","5","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","5","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","4","2","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","123","33","55","55","0","0","35","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年9月"
"集計期間終了月","2021年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","15","5","4","14","6","0","2","0","0","",""
"区南部","3","0","0","0","0","0","0","0","0","",""
"区西南部","10","6","5","1","1","0","5","1","0","",""
"区西部","8","7","22","8","1","0","5","2","0","",""
"区西北部","12","3","1","2","0","0","3","0","0","",""
"区東北部","2","0","0","1","0","0","0","0","0","",""
"区東部","7","2","0","1","1","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","8","1","0","0","4","0","0","0","0","",""
"北多摩西部","9","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","8","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","74","24","32","27","13","0","26","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年9月"
"集計期間終了月","2021年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","38","8","13","19","6","0","8","0","0","10","4"
"区南部","5","2","3","1","0","0","0","0","0","3","1"
"区西南部","36","15","10","11","1","0","9","1","0","5","3"
"区西部","48","17","55","28","1","0","13","2","0","11","4"
"区西北部","25","6","4","12","0","0","5","0","0","6","2"
"区東北部","2","0","0","1","0","0","1","1","0","3","1"
"区東部","25","8","2","9","1","0","8","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","8","1","0","0","4","0","5","0","0","5","1"
"北多摩西部","9","0","0","0","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","1","0","0","12","2","0","3","3"
"北多摩北部","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","197","57","87","82","13","0","61","6","0","55","25"


