"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年21週
"集計期間終了週",2014年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","26","23","49","414"
"RSウイルス感染症","13","3","16","263"
"咽頭結膜熱","78","66","144","263"
"Ａ群溶血性レンサ球菌咽頭炎","496","397","893","263"
"感染性胃腸炎","1063","870","1933","263"
"水痘","156","168","324","263"
"手足口病","35","26","61","263"
"伝染性紅斑","49","49","98","263"
"突発性発しん","95","100","195","263"
"百日咳","0","0","0","263"
"ヘルパンギーナ","17","12","29","263"
"流行性耳下腺炎","33","25","58","263"
"不明発しん症","7","12","19","263"
"川崎病","3","1","4","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","8","22","39"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","3","3","6","25"
"インフルエンザ入院","0","0","0","25"
