"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年24週
"集計期間終了週",2024年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","41","38","79","419"
"新型コロナウイルス感染症（COVID-19）","868","1012","1880","419"
"RSウイルス感染症","106","78","184","264"
"咽頭結膜熱","88","62","150","264"
"Ａ群溶血性レンサ球菌咽頭炎","506","500","1006","264"
"感染性胃腸炎","731","599","1330","264"
"水痘","28","22","50","264"
"手足口病","584","492","1076","264"
"伝染性紅斑","48","34","82","264"
"突発性発しん","47","36","83","264"
"ヘルパンギーナ","125","81","206","264"
"流行性耳下腺炎","12","10","22","264"
"不明発しん症","6","6","12","264"
"川崎病","1","2","3","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","10","6","16","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","7","6","13","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
"COVID-19入院","72","48","120","25"
