"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年41週"
"集計期間終了週","2020年41週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","0","5","31","1","0","1","8","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","1","5","1","28","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","4","24","0","0","0","4","1","0","2","1","0","1","0","1","0","0","0","0","","","","","",""
"区西部","0","0","1","11","18","0","1","0","9","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","0","6","38","0","0","0","11","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","3","6","23","1","1","0","12","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","9","36","2","1","0","4","2","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","13","31","5","0","0","4","1","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","4","10","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","0","0","3","16","1","0","0","6","0","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","1","5","23","1","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","1","11","70","286","12","4","2","76","9","9","4","2","0","6","0","1","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年41週"
"集計期間終了週","2020年41週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","0","4","35","1","0","1","5","3","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","1","2","5","22","1","0","0","6","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","8","19","1","2","0","6","1","1","1","1","0","1","0","1","0","0","0","0","","","","","",""
"区西部","0","0","1","6","19","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","0","8","26","1","1","0","7","2","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","2","4","23","1","1","1","9","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","9","20","2","1","0","8","2","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","5","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","8","42","1","1","0","8","1","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","2","6","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","0","0","2","11","1","0","0","9","1","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","1","4","15","1","1","1","5","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","1","8","62","243","13","9","3","71","12","10","7","2","0","7","0","1","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年41週"
"集計期間終了週","2020年41週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","0","9","66","1","0","2","13","4","2","0","0","0","2","0","0","0","0","0","0","31","20","2","4","4","0"
"区南部","0","2","7","6","50","2","0","0","13","1","1","1","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","0","0","0","12","43","1","2","0","10","2","1","3","1","0","1","0","1","0","0","0","0","40","25","4","3","3","0"
"区西部","0","0","1","17","37","0","2","0","12","0","3","0","0","0","0","0","0","0","0","0","0","35","22","3","4","4","0"
"区西北部","0","0","0","14","64","1","1","0","18","4","3","1","0","0","0","0","0","0","0","0","0","56","35","6","2","2","0"
"区東北部","0","0","5","10","46","1","1","1","21","1","1","0","0","0","1","0","0","0","0","0","0","40","25","4","1","1","0"
"区東部","0","0","0","18","56","2","1","0","12","2","2","0","0","0","3","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","0","0","0","5","13","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","0","1","21","73","6","1","0","12","1","1","2","0","0","1","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","0","0","1","6","16","2","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","1","0","0","5","27","2","0","0","15","1","0","1","1","0","2","0","0","0","0","0","0","30","19","3","3","3","0"
"北多摩北部","0","0","2","9","38","1","1","1","12","0","1","2","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1","2","17","132","529","20","10","4","147","16","16","10","2","0","10","0","1","0","0","0","0","410","258","38","25","25","0"


