"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年12週"
"集計期間終了週","2025年12週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","33","23","3","1","22","150","7","1","10","1","0","0","1","0","0","0","0","0","0","0","0","1","4","","","","","",""
"区南部","27","25","10","4","29","149","4","0","6","2","0","0","0","1","0","0","0","0","0","0","0","1","1","","","","","",""
"区西南部","26","23","6","1","32","128","2","0","8","1","0","0","0","0","0","0","0","0","0","1","0","2","6","","","","","",""
"区西部","28","43","10","0","39","115","6","0","4","1","0","1","0","0","0","1","0","0","0","0","0","0","6","","","","","",""
"区西北部","48","60","9","1","45","187","6","1","6","1","0","1","1","0","0","3","0","0","0","0","1","0","1","","","","","",""
"区東北部","32","44","11","5","24","126","13","0","10","2","1","0","0","1","0","3","0","0","0","0","2","0","7","","","","","",""
"区東部","56","47","8","2","41","168","7","1","9","1","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"西多摩","17","11","2","0","4","28","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","36","56","8","2","30","159","6","1","13","3","0","0","0","1","0","2","0","0","0","0","0","0","4","","","","","",""
"北多摩西部","15","19","1","0","17","63","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩南部","54","42","3","0","35","94","11","1","6","2","0","0","1","1","0","0","0","0","1","0","0","3","4","","","","","",""
"北多摩北部","32","36","6","0","28","140","7","0","12","4","0","0","0","0","0","0","0","0","0","0","0","2","3","","","","","",""
"島しょ","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","404","432","77","16","346","1507","71","5","91","19","1","2","3","4","0","10","0","0","1","1","3","9","44","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年12週"
"集計期間終了週","2025年12週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","34","26","2","1","15","123","3","1","7","2","1","0","1","0","0","2","0","0","0","0","0","1","2","","","","","",""
"区南部","16","28","2","1","12","107","3","0","9","2","0","0","2","1","0","0","0","0","0","0","0","1","2","","","","","",""
"区西南部","31","45","2","1","29","93","4","0","4","1","0","0","0","0","0","2","0","0","0","1","1","2","6","","","","","",""
"区西部","26","48","2","0","25","91","3","0","3","1","0","1","0","1","0","1","0","0","1","0","2","0","2","","","","","",""
"区西北部","48","79","3","1","27","148","7","1","4","1","0","1","2","1","0","2","0","0","0","0","1","0","1","","","","","",""
"区東北部","42","50","4","5","22","123","15","0","21","3","1","0","0","1","0","3","0","0","0","0","2","0","6","","","","","",""
"区東部","61","53","6","1","25","161","4","1","6","1","0","0","2","0","0","1","0","0","0","0","2","0","2","","","","","",""
"西多摩","11","15","2","0","4","33","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","28","60","8","2","28","159","7","3","8","2","0","1","1","1","0","2","0","0","0","0","0","0","3","","","","","",""
"北多摩西部","8","31","3","1","13","61","2","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"北多摩南部","62","53","2","3","18","103","3","1","4","2","0","0","1","1","0","3","0","0","1","0","0","1","2","","","","","",""
"北多摩北部","39","45","1","2","20","114","6","0","4","4","0","0","1","0","0","0","0","0","0","0","1","2","3","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","406","534","37","18","238","1316","59","7","76","21","3","3","10","6","0","16","0","0","2","1","9","7","38","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年12週"
"集計期間終了週","2025年12週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","67","49","5","2","37","273","10","2","17","3","1","0","1","0","0","2","0","0","0","0","0","1","6","32","20","2","4","4","4"
"区南部","43","53","12","5","41","256","7","0","15","2","0","0","2","1","0","0","0","0","0","0","0","1","3","33","21","3","1","1","1"
"区西南部","57","68","8","1","61","221","6","0","12","2","0","0","0","0","0","2","0","0","0","1","1","2","6","39","24","4","3","3","3"
"区西部","54","91","12","0","64","206","9","0","7","1","0","2","0","1","0","2","0","0","1","0","2","0","8","39","25","4","4","4","4"
