"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年8週
"集計期間終了週",2021年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","411"
"RSウイルス感染症","22","11","33","258"
"咽頭結膜熱","8","8","16","258"
"Ａ群溶血性レンサ球菌咽頭炎","40","32","72","258"
"感染性胃腸炎","346","278","624","258"
"水痘","18","5","23","258"
"手足口病","2","2","4","258"
"伝染性紅斑","4","2","6","258"
"突発性発しん","56","35","91","258"
"ヘルパンギーナ","1","0","1","258"
"流行性耳下腺炎","2","3","5","258"
"不明発しん症","3","5","8","258"
"川崎病","3","0","3","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","3","5","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
