"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年39週
"集計期間終了週",2023年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3673","3240","6913","417"
"新型コロナウイルス感染症（COVID-19）","1455","1496","2951","417"
"RSウイルス感染症","10","7","17","262"
"咽頭結膜熱","284","265","549","262"
"Ａ群溶血性レンサ球菌咽頭炎","269","252","521","262"
"感染性胃腸炎","534","400","934","262"
"水痘","19","11","30","262"
"手足口病","264","253","517","262"
"伝染性紅斑","5","4","9","262"
"突発性発しん","33","40","73","262"
"ヘルパンギーナ","77","76","153","262"
"流行性耳下腺炎","16","2","18","262"
"不明発しん症","19","11","30","262"
"川崎病","1","1","2","262"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","30","21","51","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","20","8","28","25"
"COVID-19入院","79","66","145","25"
