"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年18週
"集計期間終了週",2003年18週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","9","8","17","142"
"Ａ群溶血性レンサ球菌咽頭炎","43","32","75","142"
"感染性胃腸炎","255","212","467","142"
"水痘","56","61","117","142"
"手足口病","10","7","17","142"
"伝染性紅斑","18","22","40","142"
"突発性発しん","34","37","71","142"
"百日咳","1","0","1","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","4","3","7","142"
"麻しん（成人麻しん以外）","6","4","10","142"
"流行性耳下腺炎","12","9","21","142"
"不明発しん症","6","4","10","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","1","1","14"
"流行性角結膜炎","8","5","13","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","3","1","4","25"
