"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年2月"
"集計期間終了月","2014年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","7","0","0","0"
"1～4歳","0","0","0","0","0","0","4","3","0","0"
"5～9歳","0","0","0","0","0","0","3","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","3","1","0","2","0","0","7","0","0","0"
"20～24歳","9","5","7","17","0","0","0","0","0","0"
"25～29歳","19","5","5","12","0","1","0","1","0","0"
"30～34歳","19","4","8","10","0","1","1","0","0","0"
"35～39歳","15","14","3","13","0","1","1","0","0","0"
"40～44歳","12","13","7","10","0","0","1","0","0","0"
"45～49歳","9","10","3","9","1","0","1","0","0","0"
"50～54歳","3","9","1","1","0","1","0","0","0","0"
"55～59歳","1","1","1","5","0","1","0","0","1","0"
"60～64歳","1","3","2","0","0","0","2","0","0","0"
"65～69歳","2","3","1","2","0","0","4","2","0","0"
"70歳以上","0","1","0","0","0","0","17","7","2","0"
"合計","93","69","38","81","1","5","49","14","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年2月"
"集計期間終了月","2014年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","7","0","0","0"
"1～4歳","0","0","0","0","0","0","0","4","0","0"
"5～9歳","0","0","0","0","0","0","1","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","6","4","0","0","0","0","0","0","0","0"
"20～24歳","22","5","5","1","1","1","0","0","0","0"
"25～29歳","11","6","8","2","0","0","0","0","0","0"
"30～34歳","10","5","3","1","3","1","1","0","0","0"
"35～39歳","7","8","2","1","0","1","0","0","0","0"
"40～44歳","3","6","1","0","1","0","0","0","0","0"
"45～49歳","3","2","1","1","1","0","1","0","0","0"
"50～54歳","0","1","0","0","1","0","0","0","0","0"
"55～59歳","0","0","1","0","0","0","0","0","0","0"
"60～64歳","0","0","0","0","0","0","4","0","0","0"
"65～69歳","0","1","0","0","0","0","1","0","0","0"
"70歳以上","0","1","0","0","2","0","11","3","0","0"
"合計","62","39","21","6","9","3","27","8","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年2月"
"集計期間終了月","2014年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","14","0","0","0"
"1～4歳","0","0","0","0","0","0","4","7","0","0"
"5～9歳","0","0","0","0","0","0","4","2","0","0"
"10～14歳","0","0","0","0","0","0","2","0","0","0"
"15～19歳","9","5","0","2","0","0","7","0","0","0"
"20～24歳","31","10","12","18","1","1","0","0","0","0"
"25～29歳","30","11","13","14","0","1","0","1","0","0"
"30～34歳","29","9","11","11","3","2","2","0","0","0"
"35～39歳","22","22","5","14","0","2","1","0","0","0"
"40～44歳","15","19","8","10","1","0","1","0","0","0"
"45～49歳","12","12","4","10","2","0","2","0","0","0"
"50～54歳","3","10","1","1","1","1","0","0","0","0"
"55～59歳","1","1","2","5","0","1","0","0","1","0"
"60～64歳","1","3","2","0","0","0","6","0","0","0"
"65～69歳","2","4","1","2","0","0","5","2","0","0"
"70歳以上","0","2","0","0","2","0","28","10","2","0"
"合計","155","108","59","87","10","8","76","22","3","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


