"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年19週
"集計期間終了週",2013年19週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","128","136","264","414"
"RSウイルス感染症","14","8","22","262"
"咽頭結膜熱","75","66","141","262"
"Ａ群溶血性レンサ球菌咽頭炎","329","303","632","262"
"感染性胃腸炎","994","979","1973","262"
"水痘","177","166","343","262"
"手足口病","18","15","33","262"
"伝染性紅斑","28","24","52","262"
"突発性発しん","91","82","173","262"
"百日咳","0","3","3","262"
"ヘルパンギーナ","7","12","19","262"
"流行性耳下腺炎","25","27","52","262"
"不明発しん症","16","14","30","262"
"川崎病","3","1","4","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","13","17","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","4","0","4","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"インフルエンザ入院","1","0","1","25"
