"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年5週
"集計期間終了週",2004年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2312","2240","4552","178"
"RSウイルス感染症","4","0","4","142"
"咽頭結膜熱","6","4","10","142"
"Ａ群溶血性レンサ球菌咽頭炎","46","51","97","142"
"感染性胃腸炎","511","493","1004","142"
"水痘","97","63","160","142"
"手足口病","2","0","2","142"
"伝染性紅斑","29","39","68","142"
"突発性発しん","40","26","66","142"
"百日咳","0","0","0","142"
"風しん","2","3","5","142"
"ヘルパンギーナ","0","2","2","142"
"麻しん（成人麻しん以外）","5","2","7","142"
"流行性耳下腺炎","21","17","38","142"
"不明発しん症","2","4","6","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","7","3","10","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","2","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
