"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年12月"
"集計期間終了月","2000年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","1","0"
"1～4歳","0","0","0","0","0","0","4","7","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","4","1","2","2","0","0","1","0","1"
"20～24歳","25","4","10","14","0","0","1","0","1"
"25～29歳","23","7","5","25","0","1","1","1","0"
"30～34歳","12","5","2","12","0","0","2","1","0"
"35～39歳","19","6","5","7","0","0","1","1","0"
"40～44歳","10","4","1","5","0","1","1","1","0"
"45～49歳","7","5","1","5","0","1","4","1","1"
"50～54歳","5","2","0","3","0","0","7","0","1"
"55～59歳","1","3","0","1","0","0","6","0","0"
"60～64歳","0","1","0","0","0","0","5","1","0"
"65～69歳","0","1","0","0","0","0","11","3","0"
"70歳以上","0","1","0","0","0","0","31","3","0"
"合計","106","40","26","74","0","3","86","21","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年12月"
"集計期間終了月","2000年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1～4歳","0","0","0","0","0","0","1","4","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","20","1","4","1","1","0","2","0","0"
"20～24歳","26","9","6","6","3","0","0","0","0"
"25～29歳","23","14","7","4","4","1","0","0","0"
"30～34歳","10","13","1","2","2","0","0","1","0"
"35～39歳","8","7","2","0","3","0","0","1","0"
"40～44歳","6","2","0","0","1","1","1","0","0"
"45～49歳","2","1","0","0","0","0","1","0","0"
"50～54歳","1","3","0","0","3","1","4","1","0"
"55～59歳","0","0","0","0","1","0","1","1","0"
"60～64歳","0","0","0","0","1","0","3","0","0"
"65～69歳","0","0","0","0","0","0","3","0","0"
"70歳以上","0","2","0","0","1","0","17","1","0"
"合計","96","52","20","13","20","3","42","9","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年12月"
"集計期間終了月","2000年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","16","1","0"
"1～4歳","0","0","0","0","0","0","5","11","0"
"5～9歳","0","0","0","0","0","0","4","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","24","2","6","3","1","0","3","0","1"
"20～24歳","51","13","16","20","3","0","1","0","1"
"25～29歳","46","21","12","29","4","2","1","1","0"
"30～34歳","22","18","3","14","2","0","2","2","0"
"35～39歳","27","13","7","7","3","0","1","2","0"
"40～44歳","16","6","1","5","1","2","2","1","0"
"45～49歳","9","6","1","5","0","1","5","1","1"
"50～54歳","6","5","0","3","3","1","11","1","1"
"55～59歳","1","3","0","1","1","0","7","1","0"
"60～64歳","0","1","0","0","1","0","8","1","0"
"65～69歳","0","1","0","0","0","0","14","3","0"
"70歳以上","0","3","0","0","1","0","48","4","0"
"合計","202","92","46","87","20","6","128","30","4"
"定点数","41","41","41","41","41","41","25","25","25"


