"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年5月"
"集計期間終了月","2011年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","36","27","13","19","0","0","7","3","0","0","",""
"区南部","2","0","0","1","0","0","1","0","0","0","",""
"区西南部","4","5","1","3","0","0","2","0","1","0","",""
"区西部","38","12","23","32","0","6","11","3","2","0","",""
"区西北部","12","5","10","10","0","1","3","2","0","0","",""
"区東北部","5","0","0","1","0","0","4","2","0","0","",""
"区東部","19","8","4","14","0","1","4","4","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","49","13","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","117","57","51","81","0","8","82","31","4","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年5月"
"集計期間終了月","2011年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","12","4","6","0","1","0","5","1","0","0","",""
"区南部","4","0","0","0","0","0","0","0","0","0","",""
"区西南部","4","6","2","2","0","0","0","0","0","0","",""
"区西部","10","14","10","8","3","0","4","2","0","0","",""
"区西北部","15","8","2","2","2","0","1","3","0","0","",""
"区東北部","1","0","0","0","1","0","7","8","0","0","",""
"区東部","14","3","3","0","1","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","2","1","0","0","0","0","0","0","0","",""
"北多摩西部","16","0","2","2","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","16","7","0","0","",""
"北多摩北部","0","0","0","0","1","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","83","37","26","14","10","0","33","23","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年5月"
"集計期間終了月","2011年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","48","31","19","19","1","0","12","4","0","0","10","4"
"区南部","6","0","0","1","0","0","1","0","0","0","3","1"
"区西南部","8","11","3","5","0","0","2","0","1","0","4","2"
"区西部","48","26","33","40","3","6","15","5","2","0","11","4"
"区西北部","27","13","12","12","2","1","4","5","0","0","6","2"
"区東北部","6","0","0","1","1","0","11","10","0","0","3","1"
"区東部","33","11","7","14","1","1","4","4","1","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","2","1","0","0","0","0","0","0","0","5","1"
"北多摩西部","16","0","2","2","1","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","1","0","0","65","20","0","0","3","3"
"北多摩北部","0","0","0","0","1","0","1","6","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","200","94","77","95","10","8","115","54","4","0","54","24"


