"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年11月"
"集計期間終了月","2004年11月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","6","0"
"1～4歳","0","0","0","0","0","0","9","10","0"
"5～9歳","0","0","0","0","0","0","2","2","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","2","1","0","2","0","0","2","0","0"
"20～24歳","15","3","2","11","0","0","2","0","0"
"25～29歳","18","4","9","10","0","1","2","0","0"
"30～34歳","21","4","7","16","0","0","1","0","0"
"35～39歳","19","6","5","9","1","0","2","0","0"
"40～44歳","10","3","4","9","0","0","2","0","0"
"45～49歳","4","3","2","1","0","1","3","2","1"
"50～54歳","9","2","2","3","0","0","5","0","0"
"55～59歳","2","3","4","2","0","0","2","0","0"
"60～64歳","3","2","2","1","0","0","2","2","0"
"65～69歳","0","0","0","0","0","0","7","1","0"
"70歳以上","0","1","0","0","0","0","42","8","0"
"合計","103","32","37","64","1","2","93","31","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年11月"
"集計期間終了月","2004年11月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","5","0"
"1～4歳","0","0","0","0","0","0","4","12","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","1","0","0","0","0","0","6","1","0"
"15～19歳","12","1","0","1","2","0","0","0","0"
"20～24歳","29","7","3","4","5","0","0","0","0"
"25～29歳","18","8","6","5","4","1","0","0","0"
"30～34歳","15","6","4","5","5","0","2","1","0"
"35～39歳","11","7","0","3","2","0","2","0","0"
"40～44歳","6","1","1","0","1","0","1","0","0"
"45～49歳","0","2","0","0","1","0","2","0","0"
"50～54歳","0","1","0","1","0","0","5","0","0"
"55～59歳","0","1","0","0","0","0","0","1","0"
"60～64歳","0","1","0","0","0","0","4","1","1"
"65～69歳","0","1","0","0","0","0","0","1","0"
"70歳以上","0","1","0","0","0","0","13","3","0"
"合計","92","37","14","19","20","1","43","25","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年11月"
"集計期間終了月","2004年11月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","11","0"
"1～4歳","0","0","0","0","0","0","13","22","0"
"5～9歳","0","0","0","0","0","0","3","2","0"
"10～14歳","1","0","0","0","0","0","8","1","0"
"15～19歳","14","2","0","3","2","0","2","0","0"
"20～24歳","44","10","5","15","5","0","2","0","0"
"25～29歳","36","12","15","15","4","2","2","0","0"
"30～34歳","36","10","11","21","5","0","3","1","0"
"35～39歳","30","13","5","12","3","0","4","0","0"
"40～44歳","16","4","5","9","1","0","3","0","0"
"45～49歳","4","5","2","1","1","1","5","2","1"
"50～54歳","9","3","2","4","0","0","10","0","0"
"55～59歳","2","4","4","2","0","0","2","1","0"
"60～64歳","3","3","2","1","0","0","6","3","1"
"65～69歳","0","1","0","0","0","0","7","2","0"
"70歳以上","0","2","0","0","0","0","55","11","0"
"合計","195","69","51","83","21","3","136","56","2"
"定点数","41","41","41","41","41","41","25","25","25"


