"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年15週
"集計期間終了週",2013年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","130","103","233","413"
"RSウイルス感染症","17","11","28","260"
"咽頭結膜熱","36","32","68","260"
"Ａ群溶血性レンサ球菌咽頭炎","302","254","556","260"
"感染性胃腸炎","1047","938","1985","260"
"水痘","102","102","204","260"
"手足口病","12","17","29","260"
"伝染性紅斑","17","14","31","260"
"突発性発しん","90","104","194","260"
"百日咳","0","1","1","260"
"ヘルパンギーナ","7","2","9","260"
"流行性耳下腺炎","38","18","56","260"
"不明発しん症","11","12","23","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","7","14","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","2","6","8","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
