"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年43週
"集計期間終了週",2019年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","148","136","284","416"
"RSウイルス感染症","42","45","87","261"
"咽頭結膜熱","38","35","73","261"
"Ａ群溶血性レンサ球菌咽頭炎","266","225","491","261"
"感染性胃腸炎","491","396","887","261"
"水痘","44","39","83","261"
"手足口病","256","197","453","261"
"伝染性紅斑","35","23","58","261"
"突発性発しん","41","56","97","261"
"ヘルパンギーナ","42","33","75","261"
"流行性耳下腺炎","14","11","25","261"
"不明発しん症","7","8","15","261"
"川崎病","1","4","5","261"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","10","8","18","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","8","10","18","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","3","0","3","25"
