"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年32週"
"集計期間終了週","2008年32週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0"
"～1歳","0","2","5","0","32","1","5","0","18","0","15","0","3","0","0","0","0","0","0","0"
"1歳","0","2","13","4","24","10","38","2","30","0","56","8","4","0","0","0","0","0","0","0"
"2歳","0","0","12","2","29","1","27","1","4","0","46","4","0","0","0","0","0","0","0","0"
"3歳","0","0","11","11","35","6","18","0","2","0","22","2","0","0","0","0","0","0","0","0"
"4歳","0","0","8","4","19","2","14","1","0","1","24","3","0","0","0","0","0","0","0","0"
"5歳","0","0","6","10","18","3","12","1","0","0","18","10","1","0","0","1","0","0","0","0"
"6歳","0","0","6","6","15","3","6","1","0","0","8","9","0","0","0","1","0","0","0","0"
"7歳","0","0","3","2","8","0","2","1","1","0","3","6","0","0","0","0","0","0","1","0"
"8歳","0","0","0","2","8","4","1","0","0","1","2","2","1","0","0","0","0","0","0","0"
"9歳","1","0","0","2","6","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","0","0","2","5","14","3","3","0","0","0","3","5","1","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","1","3","22","2","1","0","0","2","1","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"合計","2","4","67","51","235","35","130","7","55","5","200","50","10","1","0","8","0","1","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年32週"
"集計期間終了週","2008年32週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","0","0","0","4","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","3","0","0","33","2","7","0","18","0","15","0","2","0","0","0","0","0","0","0"
"1歳","0","1","6","0","37","9","21","1","32","0","50","1","2","0","0","0","0","0","0","0"
"2歳","0","0","7","2","22","13","27","1","2","0","56","5","1","0","0","0","0","0","0","0"
"3歳","0","0","16","2","13","1","15","0","3","0","27","10","2","0","1","0","0","0","0","0"
"4歳","0","0","15","8","22","5","9","0","0","0","20","2","0","0","0","0","0","0","0","0"
"5歳","0","0","6","3","15","2","7","1","0","0","16","4","1","0","0","1","0","0","0","0"
"6歳","0","0","4","3","9","3","4","0","0","0","10","4","0","0","0","1","0","0","0","0"
"7歳","0","0","0","3","8","2","2","0","0","0","4","5","1","0","0","0","0","0","1","0"
"8歳","0","0","2","3","3","1","1","0","0","0","2","3","0","0","0","0","0","0","0","0"
"9歳","0","0","3","4","7","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","4","9","4","1","1","0","0","3","2","0","0","0","0","0","0","1","0"
"15～19歳","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"20～29歳","0","0","2","12","34","1","4","0","0","3","0","1","0","0","0","4","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","4","61","44","220","44","100","4","58","3","204","39","9","0","1","15","0","0","2","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年32週"
