"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2014年22週"
"集計期間終了週","2014年22週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","1","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","3","2","8","2","0","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","1","1","4","11","19","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","2","9","20","2","1","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","7","9","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","2","8","15","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","1","4","10","1","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","2","5","11","89","8","2","1","4","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","3","9","37","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","11","14","2","3","3","1","0","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","0","18","27","68","19","0","3","4","1","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","1","1","3","20","62","10","0","9","7","0","2","0","2","1","0","0","0","0","0","0","2","0","","","","","",""
"渋谷区","0","1","1","3","7","0","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
