"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年5月"
"集計期間終了月","2007年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","20","4","4","20","0","0","4","7","0","",""
"区南部","1","0","0","1","0","0","1","1","0","",""
"区西南部","8","4","0","3","0","0","6","1","2","",""
"区西部","36","15","17","34","0","2","42","7","0","",""
"区西北部","16","8","7","7","0","1","12","3","0","",""
"区東北部","7","0","1","1","0","1","7","8","0","",""
"区東部","17","9","10","13","0","1","2","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","1","0","0","1","0","0","2","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","5","0","0","1","0","0","19","8","0","",""
"北多摩北部","0","0","0","0","0","0","8","14","0","",""
"島しょ","0","0","0","0","0","0","2","0","1","",""
"合計","111","40","39","81","0","5","105","50","3","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年5月"
"集計期間終了月","2007年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","35","10","3","1","4","1","2","3","0","",""
"区南部","3","0","0","0","0","0","2","0","0","",""
"区西南部","4","5","9","0","0","0","0","0","3","",""
"区西部","16","8","13","2","1","0","28","8","0","",""
"区西北部","11","6","5","1","4","0","5","3","0","",""
"区東北部","3","0","0","0","0","0","2","3","0","",""
"区東部","13","5","3","2","3","1","0","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","12","3","0","0","5","0","1","0","1","",""
"北多摩西部","12","2","0","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","10","3","0","",""
"北多摩北部","1","0","0","0","0","0","7","15","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","110","39","33","7","18","2","57","39","4","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年5月"
"集計期間終了月","2007年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","55","14","7","21","4","1","6","10","0","11","4"
"区南部","4","0","0","1","0","0","3","1","0","3","1"
"区西南部","12","9","9","3","0","0","6","1","5","5","4"
"区西部","52","23","30","36","1","2","70","15","0","10","4"
"区西北部","27","14","12","8","4","1","17","6","0","6","2"
"区東北部","10","0","1","1","0","1","9","11","0","3","1"
"区東部","30","14","13","15","3","2","2","5","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","13","3","0","1","5","0","3","0","1","5","1"
"北多摩西部","12","2","0","1","1","0","0","0","0","2","1"
"北多摩南部","5","0","0","1","0","0","29","11","0","3","2"
"北多摩北部","1","0","0","0","0","0","15","29","0","1","2"
"島しょ","0","0","0","0","0","0","2","0","1","0","1"
"合計","221","79","72","88","18","7","162","89","7","55","25"


