"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2002年12週"
"集計期間終了週","2002年12週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","7","0","0","6","13","0","0","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","25","0","0","4","8","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","2","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"江東区","3","0","0","4","7","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","0","0","5","30","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","2","8","2","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","16","0","0","5","23","2","0","4","10","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","15","0","0","3","31","2","0","0","4","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","3","0","0","0","23","1","0","2","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","8","0","0","0","24","4","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","1","2","0","1","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","22","0","0","4","14","5","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","11","0","0","0","5","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","","","","","",""
"練馬区","7","0","0","1","6","2","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","13","0","0","2","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","14","0","0","1","8","6","0","0","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","14","0","0","4","22","3","0","1","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","4","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","3","0","0","0","19","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","12","0","0","0","16","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","7","0","0","0","6","1","0","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","0","0","0","6","1","1","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","8","0","0","0","5","4","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","7","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","4","0","0","0","23","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","7","0","0","0","6","2","0","1","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","41","0","0","2","15","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","10","0","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","290","0","2","44","390","57","1","18","34","1","2","2","5","49","6","0","0","3","1","0","0","2","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2002年12週"
"集計期間終了週","2002年12週"
"性別","女性"

