"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年12週"
"集計期間終了週","2014年12週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","183","0","1","7","50","4","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","3","","","","","",""
"区南部","214","5","5","10","75","16","1","2","3","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","224","4","3","12","42","7","0","2","1","0","0","1","0","0","0","0","0","0","0","0","3","4","","","","","",""
"区西部","157","1","0","16","45","3","0","2","1","0","0","1","1","1","2","0","0","0","1","0","0","2","","","","","",""
"区西北部","301","0","2","24","69","3","0","0","5","0","0","4","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","305","2","4","21","51","0","0","3","4","0","0","2","1","0","0","1","0","0","0","0","0","7","","","","","",""
"区東部","336","1","3","35","102","17","1","0","5","0","0","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","126","0","3","9","9","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"南多摩","583","2","4","52","106","18","1","0","4","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","195","0","0","19","33","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","261","0","1","13","42","7","0","0","12","0","0","1","0","1","0","1","0","0","0","0","0","4","","","","","",""
"北多摩北部","186","0","3","23","39","2","0","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","18","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3089","15","29","241","663","84","3","14","42","1","1","17","7","2","2","5","0","0","1","0","5","20","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年12週"
"集計期間終了週","2014年12週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","144","1","2","19","36","4","0","0","2","0","0","1","0","1","0","1","0","0","0","0","1","3","","","","","",""
"区南部","194","4","3","14","42","12","1","4","7","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","220","1","3","9","44","4","0","2","4","0","0","1","1","0","0","1","0","0","1","0","2","4","","","","","",""
"区西部","189","1","2","10","49","3","0","1","4","1","0","1","1","1","2","0","0","0","1","0","0","1","","","","","",""
"区西北部","286","2","2","23","59","7","0","1","6","0","0","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区東北部","292","2","1","14","39","9","0","3","4","1","0","2","1","0","0","1","0","0","0","0","0","7","","","","","",""
"区東部","320","2","2","38","80","15","2","2","8","0","0","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","135","1","3","9","9","1","0","2","2","0","0","2","0","0","0","0","0","0","0","0","1","1","","","","","",""
"南多摩","577","3","1","62","92","12","1","2","4","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","201","1","0","20","37","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","256","0","1","15","41","4","0","0","11","0","0","1","0","1","0","1","0","0","0","0","0","1","","","","","",""
"北多摩北部","188","1","5","15","34","6","0","5","3","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","15","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3017","19","25","248","562","80","4","22","56","5","1","15","8","3","2","6","0","0","2","0","4","19","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年12週"
"集計期間終了週","2014年12週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","327","1","3","26","86","8","0","0","3","0","0","2","0","1","0","2","0","0","0","0","1","3","31","19","2","4","4","0"
"区南部","408","9","8","24","117","28","2","6","10","3","0","2","0","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","444","5","3","21","86","11","0","4","5","0","0","2","1","0","0","1","0","0","1","0","5","8","39","24","4","3","3","0"
"区西部","346","1","2","26","94","6","0","3","5","1","0","1","2","1","2","0","0","0","1","0","0","3","39","25","3","4","4","0"
"区西北部","587","2","2","47","128","10","0","1","11","0","0","5","1","0","0","1","0","0","0","0","0","2","54","34","5","2","2","0"
"区東北部","597","4","5","35","90","9","0","6","8","1","0","4","1","0","0","2","0","0","0","0","0","7","40","25","4","1","1","0"
"区東部","656","3","5","73","182","32","3","2","13","0","0","5","1","0","0","1","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","261","1","3","18","18","1","0","2","2","0","0","2","0","0","0","0","0","0","0","0","1","1","14","8","1","1","1","0"
"南多摩","1160","5","5","114","198","30","2","2","8","1","2","0","4","0","0","0","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","396","1","0","39","70","5","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","517","0","2","28","83","11","0","0","23","0","0","1","0","1","0","1","0","0","0","0","0","5","32","21","3","3","3","0"
"北多摩北部","374","1","8","38","73","8","0","5","6","0","0","1","1","0","0","0","0","0","0","0","0","0","23","15","2","2","2","0"
"島しょ","33","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","6106","33","46","489","1225","161","7","31","96","6","2","26","12","3","2","8","0","0","2","0","7","29","414","261","37","25","25","0"


