"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2021年2月"
"集計期間終了月","2021年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","0","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","0","1","0","2","0","0","0","0","0"
"20～24歳","21","1","1","15","0","0","1","0","0"
"25～29歳","19","6","8","7","0","0","1","0","0"
"30～34歳","19","7","11","5","0","0","0","0","0"
"35～39歳","10","4","10","12","0","0","1","0","0"
"40～44歳","9","1","10","6","0","0","0","0","0"
"45～49歳","6","3","4","4","0","0","1","0","0"
"50～54歳","5","6","1","3","0","0","1","0","0"
"55～59歳","4","0","4","2","0","0","1","0","0"
"60～64歳","1","0","0","1","0","0","5","1","0"
"65～69歳","0","0","1","0","0","0","4","0","0"
"70歳以上","1","0","0","0","0","0","16","1","0"
"合計","95","29","50","57","0","0","36","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2021年2月"
"集計期間終了月","2021年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1～4歳","0","0","0","0","0","0","3","1","0"
"5～9歳","0","0","0","0","0","0","18","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","3","1","0","3","0","0","0","0","0"
"20～24歳","24","9","5","7","1","0","0","0","0"
"25～29歳","17","7","11","4","4","0","0","0","0"
"30～34歳","7","4","7","1","1","0","0","0","1"
"35～39歳","6","2","5","0","0","0","0","0","0"
"40～44歳","2","1","1","0","1","0","0","0","0"
"45～49歳","3","1","0","0","0","0","2","0","0"
"50～54歳","1","3","0","0","0","0","0","0","0"
"55～59歳","0","0","0","0","0","0","1","0","0"
"60～64歳","0","0","0","1","0","0","0","0","0"
"65～69歳","0","0","0","0","0","0","0","0","0"
"70歳以上","0","1","0","0","0","0","10","0","0"
"合計","63","29","29","16","7","0","41","1","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2021年2月"
"集計期間終了月","2021年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","0","0"
"1～4歳","0","0","0","0","0","0","3","1","0"
"5～9歳","0","0","0","0","0","0","19","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","3","2","0","5","0","0","0","0","0"
"20～24歳","45","10","6","22","1","0","1","0","0"
"25～29歳","36","13","19","11","4","0","1","0","0"
"30～34歳","26","11","18","6","1","0","0","0","1"
"35～39歳","16","6","15","12","0","0","1","0","0"
"40～44歳","11","2","11","6","1","0","0","0","0"
"45～49歳","9","4","4","4","0","0","3","0","0"
"50～54歳","6","9","1","3","0","0","1","0","0"
"55～59歳","4","0","4","2","0","0","2","0","0"
"60～64歳","1","0","0","2","0","0","5","1","0"
"65～69歳","0","0","1","0","0","0","4","0","0"
"70歳以上","1","1","0","0","0","0","26","1","0"
"合計","158","58","79","73","7","0","77","3","1"
"定点数","54","54","54","54","54","54","25","25","25"


