"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年39週
"集計期間終了週",2019年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","206","196","402","414"
"RSウイルス感染症","218","172","390","260"
"咽頭結膜熱","37","34","71","260"
"Ａ群溶血性レンサ球菌咽頭炎","217","173","390","260"
"感染性胃腸炎","448","340","788","260"
"水痘","36","35","71","260"
"手足口病","357","325","682","260"
"伝染性紅斑","23","33","56","260"
"突発性発しん","71","70","141","260"
"ヘルパンギーナ","128","120","248","260"
"流行性耳下腺炎","13","7","20","260"
"不明発しん症","8","5","13","260"
"川崎病","5","1","6","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","5","10","38"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","5","6","11","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","3","3","25"
