"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年12週
"集計期間終了週",2005年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","587","591","1178","178"
"RSウイルス感染症","4","3","7","142"
"咽頭結膜熱","9","6","15","142"
"Ａ群溶血性レンサ球菌咽頭炎","63","46","109","142"
"感染性胃腸炎","373","323","696","142"
"水痘","76","73","149","142"
"手足口病","7","5","12","142"
"伝染性紅斑","12","10","22","142"
"突発性発しん","33","28","61","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","1","1","2","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","48","42","90","142"
"不明発しん症","3","2","5","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","4","12","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
