"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年4週
"集計期間終了週",2005年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1117","1132","2249","178"
"RSウイルス感染症","6","4","10","142"
"咽頭結膜熱","12","9","21","142"
"Ａ群溶血性レンサ球菌咽頭炎","74","62","136","142"
"感染性胃腸炎","644","649","1293","142"
"水痘","99","110","209","142"
"手足口病","13","13","26","142"
"伝染性紅斑","15","22","37","142"
"突発性発しん","49","33","82","142"
"百日咳","1","1","2","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","3","1","4","142"
"麻しん（成人麻しん以外）","0","1","1","142"
"流行性耳下腺炎","48","40","88","142"
"不明発しん症","3","3","6","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","3","5","8","14"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","3","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
