"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年27週
"集計期間終了週",2012年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","418"
"RSウイルス感染症","14","19","33","263"
"咽頭結膜熱","102","87","189","263"
"Ａ群溶血性レンサ球菌咽頭炎","349","284","633","263"
"感染性胃腸炎","950","801","1751","263"
"水痘","102","117","219","263"
"手足口病","123","108","231","263"
"伝染性紅斑","27","39","66","263"
"突発性発しん","120","110","230","263"
"百日咳","5","5","10","263"
"ヘルパンギーナ","622","550","1172","263"
"流行性耳下腺炎","55","50","105","263"
"不明発しん症","19","18","37","263"
"川崎病","3","3","6","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","13","17","30","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","11","7","18","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
