"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2016年5月"
"集計期間終了月","2016年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","0","0"
"1～4歳","0","0","0","0","0","0","4","2","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","2","0","0","2","0","0","0","0","0"
"20～24歳","18","3","5","17","0","0","1","0","0"
"25～29歳","27","11","15","16","0","0","0","0","0"
"30～34歳","22","11","20","19","1","0","1","0","0"
"35～39歳","22","11","20","19","0","0","0","0","0"
"40～44歳","19","12","23","14","0","0","1","0","0"
"45～49歳","8","11","11","3","0","0","1","0","0"
"50～54歳","8","4","4","5","0","0","1","0","0"
"55～59歳","2","2","6","5","0","0","2","0","0"
"60～64歳","0","1","2","0","0","0","1","1","0"
"65～69歳","1","2","0","0","0","0","1","1","0"
"70歳以上","0","2","2","0","0","0","13","1","0"
"合計","129","70","108","100","1","0","32","5","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2016年5月"
"集計期間終了月","2016年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1～4歳","0","0","0","0","0","0","7","2","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","1","0"
"15～19歳","3","2","0","1","0","0","0","0","0"
"20～24歳","29","7","10","7","1","0","0","0","0"
"25～29歳","18","13","4","2","2","0","1","0","0"
"30～34歳","20","6","5","4","1","0","0","0","0"
"35～39歳","12","5","1","3","3","0","0","0","0"
"40～44歳","8","5","1","1","1","0","0","0","0"
"45～49歳","5","2","0","2","0","0","1","1","0"
"50～54歳","5","2","0","6","1","0","0","0","0"
"55～59歳","0","0","0","0","0","0","1","0","0"
"60～64歳","0","0","0","0","0","0","0","0","0"
"65～69歳","1","0","0","0","0","0","1","0","0"
"70歳以上","0","0","0","0","0","0","10","1","0"
"合計","101","42","21","26","9","0","27","5","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2016年5月"
"集計期間終了月","2016年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","0","0"
"1～4歳","0","0","0","0","0","0","11","4","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","1","0"
"15～19歳","5","2","0","3","0","0","0","0","0"
"20～24歳","47","10","15","24","1","0","1","0","0"
"25～29歳","45","24","19","18","2","0","1","0","0"
"30～34歳","42","17","25","23","2","0","1","0","0"
"35～39歳","34","16","21","22","3","0","0","0","0"
"40～44歳","27","17","24","15","1","0","1","0","0"
"45～49歳","13","13","11","5","0","0","2","1","0"
"50～54歳","13","6","4","11","1","0","1","0","0"
"55～59歳","2","2","6","5","0","0","3","0","0"
"60～64歳","0","1","2","0","0","0","1","1","0"
"65～69歳","2","2","0","0","0","0","2","1","0"
"70歳以上","0","2","2","0","0","0","23","2","0"
"合計","230","112","129","126","10","0","59","10","0"
"定点数","54","54","54","54","54","54","25","25","25"


