"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年5月"
"集計期間終了月","2004年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","2","0"
"1～4歳","0","0","0","0","0","0","4","15","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","0","1","0"
"15～19歳","4","0","0","3","0","0","0","0","0"
"20～24歳","18","3","4","11","0","0","0","0","0"
"25～29歳","29","3","2","13","0","1","2","0","0"
"30～34歳","15","10","7","14","0","0","0","0","0"
"35～39歳","17","5","9","16","0","2","0","1","0"
"40～44歳","8","8","3","13","0","0","1","1","0"
"45～49歳","8","5","8","6","0","0","0","1","0"
"50～54歳","5","4","6","1","0","1","6","0","0"
"55～59歳","3","1","3","1","0","0","7","2","0"
"60～64歳","1","0","1","0","0","0","2","1","0"
"65～69歳","1","0","1","0","0","0","10","1","0"
"70歳以上","0","0","0","0","0","0","37","6","1"
"合計","109","39","44","78","0","4","69","32","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年5月"
"集計期間終了月","2004年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","12","4","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","13","2","1","0","2","0","0","0","0"
"20～24歳","48","8","7","9","5","0","0","0","0"
"25～29歳","29","9","4","5","4","1","0","0","0"
"30～34歳","9","10","4","4","6","1","0","0","0"
"35～39歳","8","5","3","3","6","1","0","0","0"
"40～44歳","2","2","3","1","2","0","1","0","1"
"45～49歳","0","2","0","0","0","0","1","0","0"
"50～54歳","0","1","0","0","0","0","2","0","0"
"55～59歳","0","1","0","0","1","0","1","1","0"
"60～64歳","1","0","0","0","0","0","5","1","0"
"65～69歳","0","0","1","0","0","0","3","0","0"
"70歳以上","0","0","0","0","0","0","11","0","0"
"合計","110","40","23","22","26","3","41","7","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年5月"
"集計期間終了月","2004年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","2","0"
"1～4歳","0","0","0","0","0","0","16","19","0"
"5～9歳","0","0","0","0","0","0","1","2","0"
"10～14歳","0","0","0","0","0","0","1","1","0"
"15～19歳","17","2","1","3","2","0","0","0","0"
"20～24歳","66","11","11","20","5","0","0","0","0"
"25～29歳","58","12","6","18","4","2","2","0","0"
"30～34歳","24","20","11","18","6","1","0","0","0"
"35～39歳","25","10","12","19","6","3","0","1","0"
"40～44歳","10","10","6","14","2","0","2","1","1"
"45～49歳","8","7","8","6","0","0","1","1","0"
"50～54歳","5","5","6","1","0","1","8","0","0"
"55～59歳","3","2","3","1","1","0","8","3","0"
"60～64歳","2","0","1","0","0","0","7","2","0"
"65～69歳","1","0","2","0","0","0","13","1","0"
"70歳以上","0","0","0","0","0","0","48","6","1"
"合計","219","79","67","100","26","7","110","39","2"
"定点数","41","41","41","41","41","41","25","25","25"


