"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年5月"
"集計期間終了月","2013年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","2","7","2","0"
"5～9歳","0","0","0","0","0","0","1","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","5","0","1","1","0","0","1","0","0","0"
"20～24歳","13","1","2","8","0","1","0","0","0","0"
"25～29歳","23","14","7","10","0","1","0","1","0","0"
"30～34歳","24","10","11","10","0","1","1","2","0","0"
"35～39歳","21","12","9","13","0","4","1","0","0","0"
"40～44歳","16","10","5","9","0","0","0","0","0","0"
"45～49歳","14","11","6","9","1","1","3","0","0","0"
"50～54歳","4","4","2","3","0","0","1","0","0","0"
"55～59歳","0","3","0","0","0","0","2","0","0","0"
"60～64歳","2","1","2","0","0","1","2","3","1","0"
"65～69歳","0","1","3","1","0","0","4","1","0","0"
"70歳以上","0","3","0","0","0","0","20","16","1","0"
"合計","122","70","48","64","1","9","38","34","4","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年5月"
"集計期間終了月","2013年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","0","2","0","0"
"1～4歳","0","0","0","0","0","0","1","6","1","0"
"5～9歳","0","0","0","0","0","0","1","0","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0","0"
"15～19歳","12","1","2","0","1","0","0","0","0","0"
"20～24歳","27","5","8","2","2","0","1","0","0","0"
"25～29歳","20","6","5","2","1","0","0","1","0","0"
"30～34歳","10","8","5","2","1","1","2","0","0","0"
"35～39歳","3","6","2","0","1","1","1","0","0","0"
"40～44歳","2","5","1","0","1","1","0","0","0","0"
"45～49歳","0","2","1","0","1","0","0","0","0","0"
"50～54歳","0","1","0","0","0","0","0","0","0","0"
"55～59歳","0","0","0","0","0","0","1","0","0","0"
"60～64歳","0","1","0","0","0","1","0","1","0","0"
"65～69歳","0","2","0","0","0","0","2","1","0","0"
"70歳以上","0","2","0","0","0","0","11","9","0","0"
"合計","75","39","24","6","8","4","20","20","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年5月"
"集計期間終了月","2013年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","0","5","0","0"
"1～4歳","0","0","0","0","0","0","3","13","3","0"
"5～9歳","0","0","0","0","0","0","2","1","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0","0"
"15～19歳","17","1","3","1","1","0","1","0","0","0"
"20～24歳","40","6","10","10","2","1","1","0","0","0"
"25～29歳","43","20","12","12","1","1","0","2","0","0"
"30～34歳","34","18","16","12","1","2","3","2","0","0"
"35～39歳","24","18","11","13","1","5","2","0","0","0"
"40～44歳","18","15","6","9","1","1","0","0","0","0"
"45～49歳","14","13","7","9","2","1","3","0","0","0"
"50～54歳","4","5","2","3","0","0","1","0","0","0"
"55～59歳","0","3","0","0","0","0","3","0","0","0"
"60～64歳","2","2","2","0","0","2","2","4","1","0"
"65～69歳","0","3","3","1","0","0","6","2","0","0"
"70歳以上","0","5","0","0","0","0","31","25","1","0"
"合計","197","109","72","70","9","13","58","54","5","0"
"定点数","54","54","54","54","54","54","24","24","24","24"


