"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年27週
"集計期間終了週",2015年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5","5","10","412"
"RSウイルス感染症","6","4","10","262"
"咽頭結膜熱","106","77","183","262"
"Ａ群溶血性レンサ球菌咽頭炎","468","365","833","262"
"感染性胃腸炎","814","697","1511","262"
"水痘","67","46","113","262"
"手足口病","840","701","1541","262"
"伝染性紅斑","163","151","314","262"
"突発性発しん","91","94","185","262"
"百日咳","3","7","10","262"
"ヘルパンギーナ","192","137","329","262"
"流行性耳下腺炎","54","36","90","262"
"不明発しん症","17","12","29","262"
"川崎病","0","0","0","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","20","10","30","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","4","8","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
