"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年17週
"集計期間終了週",2004年17週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","4","8","178"
"RSウイルス感染症","2","2","4","142"
"咽頭結膜熱","9","13","22","142"
"Ａ群溶血性レンサ球菌咽頭炎","97","107","204","142"
"感染性胃腸炎","353","349","702","142"
"水痘","80","77","157","142"
"手足口病","6","3","9","142"
"伝染性紅斑","39","68","107","142"
"突発性発しん","46","39","85","142"
"百日咳","0","0","0","142"
"風しん","13","7","20","142"
"ヘルパンギーナ","6","8","14","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","25","13","38","142"
"不明発しん症","3","6","9","142"
"川崎病","0","3","3","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","5","6","11","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
