"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2019年22週"
"集計期間終了週","2019年22週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","3","6","36","87","5","6","2","4","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","7","3","10","50","97","9","10","11","6","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","9","3","7","66","122","13","17","2","9","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","4","8","8","36","71","5","3","3","9","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","7","4","10","34","127","12","11","1","11","3","2","2","0","0","0","0","0","0","0","1","0","","","","","",""
"区東北部","14","3","6","42","139","2","2","6","8","2","1","0","0","0","2","0","0","0","0","1","1","","","","","",""
"区東部","8","5","3","52","91","8","22","3","3","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","1","3","6","16","1","0","3","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","3","10","57","175","5","9","4","6","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","2","1","14","37","6","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","5","2","11","41","67","7","5","5","4","4","2","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","4","0","14","28","64","13","1","1","4","1","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","74","37","89","462","1093","86","86","46","71","14","13","7","4","0","4","0","0","0","0","2","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2019年22週"
"集計期間終了週","2019年22週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","2","5","31","66","3","5","2","11","1","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区南部","2","2","8","38","85","2","8","10","5","3","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","7","3","7","45","72","7","18","6","11","5","1","4","0","0","1","0","0","0","0","2","0","","","","","",""
"区西部","4","5","7","35","72","5","3","4","6","0","1","1","1","0","0","0","0","2","0","1","0","","","","","",""
"区西北部","11","4","3","27","95","4","13","4","10","2","2","2","0","0","0","0","0","0","0","1","0","","","","","",""
"区東北部","11","2","9","26","96","2","6","6","9","2","1","0","0","0","2","0","0","0","0","1","1","","","","","",""
"区東部","10","1","11","38","96","8","22","3","3","1","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","1","2","7","16","1","4","2","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","5","9","50","158","3","3","3","6","2","3","0","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","5","3","1","7","26","1","0","1","5","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","11","2","4","26","67","10","3","9","7","2","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","1","19","28","58","6","5","5","5","1","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","69","31","85","359","907","52","90","55","79","20","15","12","5","0","6","0","0","2","0","5","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2019年22週"
"集計期間終了週","2019年22週"
"性別","男女合計"

