"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年18週
"集計期間終了週",2016年18週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","90","86","176","412"
"RSウイルス感染症","5","2","7","258"
"咽頭結膜熱","55","43","98","258"
"Ａ群溶血性レンサ球菌咽頭炎","265","267","532","258"
"感染性胃腸炎","558","499","1057","258"
"水痘","45","41","86","258"
"手足口病","8","6","14","258"
"伝染性紅斑","21","23","44","258"
"突発性発しん","72","67","139","258"
"百日咳","0","0","0","258"
"ヘルパンギーナ","9","2","11","258"
"流行性耳下腺炎","62","45","107","258"
"不明発しん症","5","7","12","258"
"川崎病","5","1","6","258"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","5","10","15","39"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","2","2","25"
"インフルエンザ入院","3","1","4","25"
