"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2001年2月"
"集計期間終了月","2001年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1～4歳","0","0","0","0","0","0","1","4","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","2","1","0"
"15～19歳","2","1","3","3","0","0","0","0","0"
"20～24歳","30","4","7","19","0","1","0","0","0"
"25～29歳","20","8","7","13","0","1","1","0","0"
"30～34歳","20","2","2","12","0","1","0","0","0"
"35～39歳","15","3","2","16","0","0","1","0","0"
"40～44歳","6","2","1","5","0","1","1","0","0"
"45～49歳","6","0","1","0","0","0","2","0","0"
"50～54歳","5","1","1","3","0","0","10","0","1"
"55～59歳","2","1","0","0","0","0","10","1","0"
"60～64歳","1","2","0","1","0","0","5","1","0"
"65～69歳","0","1","0","0","0","0","7","5","1"
"70歳以上","0","0","0","0","0","0","36","1","1"
"合計","107","25","24","72","0","4","81","14","3"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2001年2月"
"集計期間終了月","2001年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","3","0"
"1～4歳","0","0","0","0","0","0","2","7","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","9","2","2","5","2","0","0","0","0"
"20～24歳","35","11","5","9","3","1","3","0","0"
"25～29歳","27","10","6","7","4","0","1","1","0"
"30～34歳","7","13","1","2","1","0","3","1","0"
"35～39歳","8","0","0","1","8","0","3","2","0"
"40～44歳","3","3","0","1","1","1","3","1","0"
"45～49歳","2","2","0","1","0","0","3","0","0"
"50～54歳","0","1","0","0","0","0","1","1","0"
"55～59歳","0","1","0","0","1","0","1","0","0"
"60～64歳","0","1","0","0","2","0","5","1","0"
"65～69歳","0","0","0","0","0","0","2","0","1"
"70歳以上","0","1","0","0","0","0","17","0","0"
"合計","91","45","14","26","22","2","48","18","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2001年2月"
"集計期間終了月","2001年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","3","0"
"1～4歳","0","0","0","0","0","0","3","11","0"
"5～9歳","0","0","0","0","0","0","3","2","0"
"10～14歳","0","0","0","0","0","0","2","1","0"
"15～19歳","11","3","5","8","2","0","0","0","0"
"20～24歳","65","15","12","28","3","2","3","0","0"
"25～29歳","47","18","13","20","4","1","2","1","0"
"30～34歳","27","15","3","14","1","1","3","1","0"
"35～39歳","23","3","2","17","8","0","4","2","0"
"40～44歳","9","5","1","6","1","2","4","1","0"
"45～49歳","8","2","1","1","0","0","5","0","0"
"50～54歳","5","2","1","3","0","0","11","1","1"
"55～59歳","2","2","0","0","1","0","11","1","0"
"60～64歳","1","3","0","1","2","0","10","2","0"
"65～69歳","0","1","0","0","0","0","9","5","2"
"70歳以上","0","1","0","0","0","0","53","1","1"
"合計","198","70","38","98","22","6","129","32","4"
"定点数","41","41","41","41","41","41","25","25","25"


