"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年2週
"集計期間終了週",2018年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4761","4695","9456","414"
"RSウイルス感染症","28","23","51","261"
"咽頭結膜熱","33","39","72","261"
"Ａ群溶血性レンサ球菌咽頭炎","268","218","486","261"
"感染性胃腸炎","840","836","1676","261"
"水痘","50","60","110","261"
"手足口病","9","17","26","261"
"伝染性紅斑","13","20","33","261"
"突発性発しん","61","60","121","261"
"ヘルパンギーナ","0","3","3","261"
"流行性耳下腺炎","8","10","18","261"
"不明発しん症","3","3","6","261"
"川崎病","0","2","2","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","18","8","26","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","1","2","3","25"
"インフルエンザ入院","61","43","104","25"
