"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年30週"
"集計期間終了週","2024年30週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","138","1","3","19","42","1","129","7","3","17","2","0","0","0","4","0","0","0","0","0","0","30","","","","","",""
"区南部","5","118","5","3","14","40","2","151","2","3","49","0","0","0","0","0","0","0","2","0","0","0","4","","","","","",""
"区西南部","5","134","3","4","15","34","2","165","4","0","31","0","0","0","0","1","0","1","0","0","0","1","12","","","","","",""
"区西部","5","129","2","4","15","46","4","173","7","4","29","0","0","0","0","0","0","0","6","0","0","2","23","","","","","",""
"区西北部","1","241","4","4","41","34","8","237","7","4","64","0","0","0","0","2","0","0","1","0","0","0","6","","","","","",""
"区東北部","13","166","4","8","18","39","1","136","2","7","38","2","0","0","0","0","0","0","4","0","0","0","7","","","","","",""
"区東部","11","194","6","3","24","44","1","195","1","2","20","0","2","1","0","0","0","0","2","0","0","1","6","","","","","",""
"西多摩","0","56","0","0","0","7","0","16","2","0","1","0","0","0","0","0","0","0","0","0","0","0","8","","","","","",""
"南多摩","2","212","1","2","39","52","3","224","2","2","42","1","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"北多摩西部","1","82","3","0","12","15","2","77","2","2","11","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩南部","6","148","3","5","26","24","6","229","13","2","45","0","4","0","0","1","0","0","3","0","0","1","13","","","","","",""
"北多摩北部","6","110","6","5","25","28","2","221","0","3","15","1","2","0","0","0","0","0","0","0","0","0","7","","","","","",""
"島しょ","0","14","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"合計","61","1742","38","41","248","405","32","1961","49","32","362","6","8","1","0","8","0","1","18","0","0","5","132","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年30週"
"集計期間終了週","2024年30週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","159","3","3","16","36","1","137","4","7","9","2","1","0","0","1","0","0","0","0","0","0","13","","","","","",""
"区南部","2","148","3","8","9","38","2","150","2","3","49","1","1","0","0","1","0","0","2","0","0","0","8","","","","","",""
"区西南部","4","178","4","4","16","25","5","125","7","0","26","1","3","0","0","3","0","1","2","0","0","1","15","","","","","",""
"区西部","6","200","1","6","21","36","1","113","6","2","35","1","0","0","0","2","0","0","3","1","0","2","12","","","","","",""
"区西北部","3","279","3","1","31","29","3","172","7","5","40","0","0","0","0","3","0","0","1","0","0","1","5","","","","","",""
"区東北部","6","195","6","5","30","24","2","117","1","3","31","2","1","2","0","0","0","0","4","0","0","0","3","","","","","",""
"区東部","6","207","5","3","16","48","5","149","1","5","23","1","3","1","0","0","0","0","4","0","0","1","6","","","","","",""
"西多摩","0","60","0","0","1","5","0","13","2","0","2","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"南多摩","4","231","3","1","31","42","3","174","2","6","33","1","0","0","0","2","0","0","0","0","0","0","5","","","","","",""
"北多摩西部","1","82","3","0","13","12","1","71","2","3","16","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","10","163","3","1","22","29","7","210","12","4","30","1","4","0","0","1","0","0","3","0","0","1","13","","","","","",""
"北多摩北部","4","144","6","4","18","31","2","205","0","2","20","1","2","0","0","0","0","0","1","0","0","0","12","","","","","",""
"島しょ","0","15","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","","","","",""
"合計","51","2061","40","36","224","355","33","1642","46","40","314","12","15","3","0","13","0","1","20","1","0","6","105","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年30週"
"集計期間終了週","2024年30週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","297","4","6","35","78","2","266","11","10","26","2","1","0","0","5","0","0","0","0","0","0","43","32","20","2","4","4","4"
"区南部","7","266","8","11","23","78","4","301","4","6","98","1","1","0","0","1","0","0","2","0","0","0","12","33","21","3","1","1","1"
"区西南部","9","312","7","4","31","59","7","290","11","0","57","1","3","0","0","4","0","2","2","0","0","1","27","40","25","4","3","3","3"
"区西部","11","329","3","10","36","82","5","286","13","6","64","1","0","0","0","2","0","0","9","1","0","2","35","39","25","4","4","4","4"
"区西北部","4","520","7","5","72","63","11","409","14","9","104","0","0","0","0","5","0","0","1","0","0","1","11","56","35","6","2","2","2"
"区東北部","19","361","10","13","48","63","3","253","3","10","69","2","1","2","0","0","0","0","4","0","0","0","10","40","25","4","1","1","1"
"区東部","17","401","11","3","40","92","6","344","1","7","43","1","5","2","0","0","0","0","6","0","0","1","12","41","26","4","1","1","1"
"西多摩","0","116","0","0","1","12","0","29","4","0","3","0","0","0","0","0","0","0","0","0","0","0","12","13","7","1","1","1","1"
"南多摩","6","443","4","3","70","94","3","398","4","8","75","1","0","0","0","2","0","0","0","0","0","0","15","44","27","4","1","1","1"
