"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年22週"
"集計期間終了週","2002年22週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","0","2","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","19","9","9","1","30","2","1","7","2","0","4","0","0","0","0","0","0","0","0","0"
"1歳","0","0","0","2","33","23","16","2","20","0","0","20","0","2","4","0","0","0","0","0","0","0","0","0"
"2歳","0","0","0","4","30","30","8","0","2","0","0","10","0","7","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","0","6","23","25","9","10","0","0","1","15","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","1","5","39","25","9","5","0","0","0","11","0","9","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","0","16","28","21","4","7","0","0","0","6","0","11","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","10","19","2","3","7","0","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","5","19","4","1","5","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","5","11","3","1","3","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0"
"9歳","0","0","0","5","6","0","1","2","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","4","11","2","0","2","0","0","1","0","1","5","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","12","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","0","3","26","1","1","2","0","0","0","0","1","2","0","0","0","3","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","1","66","276","147","63","46","55","3","4","78","6","51","9","0","2","9","0","1","0","1","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年22週"
"集計期間終了週","2002年22週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","1","0","2","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","11","9","3","3","17","0","0","6","4","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","0","1","0","27","27","12","2","13","0","0","18","0","0","4","0","0","0","0","0","0","0","0","0"
"2歳","0","0","2","2","30","22","11","0","1","0","0","18","0","5","2","0","0","0","0","0","0","0","0","0"
"3歳","0","0","1","8","19","25","9","3","0","0","1","16","0","8","2","0","0","0","0","0","0","0","0","0"
"4歳","0","0","0","7","20","19","6","13","0","0","0","8","0","10","1","0","0","0","0","0","0","1","0","0"
"5歳","0","0","0","6","17","13","8","5","0","0","0","6","1","10","0","0","0","0","0","0","0","0","0","0"
