"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年36週"
"集計期間終了週","2009年36週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","47","4","2","2","24","0","16","2","4","0","9","2","1","1","0","0","0","0","0","0","","","","","",""
"区南部","47","0","2","1","22","1","8","1","5","1","8","5","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","60","0","0","0","17","0","2","0","4","0","7","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","85","2","0","1","40","3","9","1","2","1","11","4","6","0","0","4","0","0","0","0","","","","","",""
"区西北部","74","2","0","5","12","3","12","0","4","0","8","2","1","0","0","2","0","0","0","0","","","","","",""
"区東北部","55","4","0","2","16","1","8","1","1","0","6","6","0","0","0","2","0","0","0","0","","","","","",""
"区東部","71","0","0","0","28","3","20","4","5","1","16","4","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","14","0","0","1","3","3","3","0","0","0","0","10","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","60","1","1","13","47","4","15","4","5","0","25","11","2","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","27","0","0","0","2","2","3","0","0","1","0","1","0","0","0","1","0","0","0","0","","","","","",""
"北多摩南部","26","0","0","1","5","0","4","1","2","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","17","2","0","3","13","6","2","3","4","0","5","2","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","583","15","5","29","229","26","102","17","36","4","99","49","12","1","0","11","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年36週"
"集計期間終了週","2009年36週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","40","6","2","1","20","0","13","3","5","1","4","2","1","1","0","1","0","0","0","0","","","","","",""
"区南部","38","2","2","1","22","1","15","1","3","1","2","2","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","56","0","1","2","15","0","3","1","4","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","81","2","0","5","31","3","3","1","3","1","7","4","6","0","0","4","0","0","0","0","","","","","",""
"区西北部","59","2","0","2","16","1","13","1","8","0","8","2","1","0","0","2","0","0","0","0","","","","","",""
"区東北部","28","3","0","3","16","6","8","1","4","0","1","1","4","0","1","2","0","0","0","0","","","","","",""
"区東部","56","0","0","0","35","2","11","1","6","1","12","5","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","5","0","0","1","4","2","3","0","0","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","50","1","1","14","25","5","4","3","14","0","23","10","3","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","19","0","0","0","2","2","3","0","0","1","1","3","0","0","0","1","0","0","0","0","","","","","",""
"北多摩南部","31","0","0","1","1","1","3","1","2","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","18","1","0","2","6","6","1","1","3","0","4","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","481","17","6","32","193","29","80","14","52","5","71","36","18","1","1","12","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年36週"
"集計期間終了週","2009年36週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","87","10","4","3","44","0","29","5","9","1","13","2","2","1","0","1","0","0","0","0","27","19","2","4","4","0"
"区南部","85","2","2","2","44","2","23","1","8","1","10","7","1","0","0","0","0","0","0","0","26","15","3","1","1","0"
"区西南部","116","0","1","2","32","0","5","1","8","0","12","1","0","0","0","0","0","0","0","0","28","15","4","3","3","0"
"区西部","166","2","0","6","71","3","12","1","5","1","18","4","6","0","0","4","0","0","0","0","30","18","4","4","4","0"
"区西北部","133","2","0","7","28","4","25","1","12","0","16","4","1","0","0","2","0","0","0","0","40","20","6","2","2","0"
"区東北部","83","7","0","5","32","7","16","2","5","0","7","7","4","0","1","2","0","0","0","0","25","11","4","1","1","0"
"区東部","127","0","0","0","63","5","31","5","11","1","28","9","2","0","0","0","0","0","0","0","27","12","4","1","1","0"
"西多摩","19","0","0","1","7","5","3","0","0","0","1","13","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","110","1","2","27","72","9","19","7","19","0","48","21","5","0","0","1","0","0","0","0","28","12","4","1","1","0"
"北多摩西部","46","0","0","0","4","2","3","0","0","1","1","4","0","0","0","2","0","0","0","0","13","6","2","1","1","0"
"北多摩南部","57","0","0","1","6","1","7","2","4","0","5","3","0","0","0","0","0","0","0","0","21","10","3","2","3","0"
"北多摩北部","35","3","0","5","19","6","3","4","7","0","9","3","0","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1064","27","9","59","422","44","176","29","88","5","169","78","21","1","1","13","0","0","0","0","290","150","39","24","25","0"


