"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2017年51週"
"集計期間終了週","2017年51週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","13","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","28","12","5","5","92","2","2","0","10","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","1"
"1歳","76","17","23","21","289","1","13","2","33","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","88","9","19","29","227","4","18","1","7","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","124","6","13","48","174","7","5","3","1","0","1","0","0","1","0","0","0","0","0","0","0","2","1","0","1","0","0","1","1"
"4歳","146","0","15","83","151","8","10","3","1","0","0","0","0","1","0","1","0","0","0","0","0","2","1","0","2","0","2","0","2"
"5歳","184","0","10","61","141","11","3","4","1","0","2","1","0","1","0","0","0","0","0","0","0","2","0","0","1","0","1","1","1"
"6歳","223","1","11","65","105","14","1","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","308","0","4","53","94","11","1","2","0","0","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","240","0","3","43","73","5","2","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"9歳","210","0","2","29","67","4","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","628","0","0","64","156","6","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","2","1","0","1","0","1","1","1"
"15～19歳","126","0","0","4","40","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","96","0","1","11","127","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60～69歳","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","1","0","2","2"
"80歳以上","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","2","1"
"合計","2904","58","106","516","1739","74","56","23","54","1","5","11","4","5","0","13","0","0","0","0","0","20","4","0","10","1","5","10","10"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2017年51週"
"集計期間終了週","2017年51週"
"性別","女性"

