"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年27週
"集計期間終了週",2021年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","410"
"RSウイルス感染症","1081","941","2022","258"
"咽頭結膜熱","39","28","67","258"
"Ａ群溶血性レンサ球菌咽頭炎","48","44","92","258"
"感染性胃腸炎","493","395","888","258"
"水痘","6","11","17","258"
"手足口病","18","19","37","258"
"伝染性紅斑","2","0","2","258"
"突発性発しん","52","51","103","258"
"ヘルパンギーナ","12","14","26","258"
"流行性耳下腺炎","14","5","19","258"
"不明発しん症","4","4","8","258"
"川崎病","1","2","3","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","4","6","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","1","0","1","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"感染性胃腸炎（ロタウイルス）","0","0","0","24"
"インフルエンザ入院","0","0","0","24"
