"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年46週
"集計期間終了週",2010年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","68","75","143","286"
"RSウイルス感染症","17","22","39","148"
"咽頭結膜熱","19","20","39","148"
"Ａ群溶血性レンサ球菌咽頭炎","146","148","294","148"
"感染性胃腸炎","977","922","1899","148"
"水痘","68","73","141","148"
"手足口病","17","17","34","148"
"伝染性紅斑","23","25","48","148"
"突発性発しん","44","29","73","148"
"百日咳","0","2","2","148"
"ヘルパンギーナ","7","4","11","148"
"流行性耳下腺炎","42","29","71","148"
"不明発しん症","8","8","16","148"
"川崎病","1","2","3","148"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","15","11","26","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","12","8","20","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
