"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年25週
"集計期間終了週",2014年25週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","1","5","409"
"RSウイルス感染症","13","21","34","261"
"咽頭結膜熱","116","113","229","261"
"Ａ群溶血性レンサ球菌咽頭炎","429","312","741","261"
"感染性胃腸炎","900","744","1644","261"
"水痘","154","116","270","261"
"手足口病","60","59","119","261"
"伝染性紅斑","68","63","131","261"
"突発性発しん","143","103","246","261"
"百日咳","4","0","4","261"
"ヘルパンギーナ","266","225","491","261"
"流行性耳下腺炎","30","28","58","261"
"不明発しん症","16","19","35","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","7","8","15","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","2","0","2","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","1","1","2","25"
