"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年30週
"集計期間終了週",2003年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","39","35","74","142"
"Ａ群溶血性レンサ球菌咽頭炎","38","28","66","142"
"感染性胃腸炎","127","102","229","142"
"水痘","45","53","98","142"
"手足口病","353","334","687","142"
"伝染性紅斑","7","16","23","142"
"突発性発しん","40","36","76","142"
"百日咳","3","0","3","142"
"風しん","1","5","6","142"
"ヘルパンギーナ","312","259","571","142"
"麻しん（成人麻しん以外）","3","7","10","142"
"流行性耳下腺炎","15","15","30","142"
"不明発しん症","6","8","14","142"
"川崎病","2","1","3","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","12","5","17","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
