"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年50週
"集計期間終了週",2006年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","0","2","178"
"RSウイルス感染症","64","43","107","142"
"咽頭結膜熱","32","22","54","142"
"Ａ群溶血性レンサ球菌咽頭炎","138","142","280","142"
"感染性胃腸炎","1856","1913","3769","142"
"水痘","147","141","288","142"
"手足口病","23","24","47","142"
"伝染性紅斑","20","25","45","142"
"突発性発しん","34","25","59","142"
"百日咳","0","1","1","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","3","2","5","142"
"麻しん（成人麻しん以外）","2","0","2","142"
"流行性耳下腺炎","32","24","56","142"
"不明発しん症","2","5","7","142"
"川崎病","3","1","4","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","2","5","7","14"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","1","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
