"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年10月"
"集計期間終了月","2021年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","18","14","10","7","0","0","4","1","0","",""
"区南部","2","0","2","1","0","0","0","0","0","",""
"区西南部","21","2","2","7","0","0","3","0","0","",""
"区西部","25","6","41","19","0","0","10","0","0","",""
"区西北部","12","4","4","11","0","0","4","0","0","",""
"区東北部","0","0","0","0","0","0","1","0","0","",""
"区東部","25","4","2","6","0","0","5","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","4","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","17","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","104","30","61","52","0","0","49","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年10月"
"集計期間終了月","2021年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","14","3","3","5","5","0","2","0","0","",""
"区南部","1","1","0","0","0","0","0","0","0","",""
"区西南部","8","7","2","1","0","0","4","0","0","",""
"区西部","12","5","28","1","0","0","7","0","0","",""
"区西北部","6","6","1","5","1","0","2","0","0","",""
"区東北部","8","1","0","0","0","0","0","0","0","",""
"区東部","10","1","0","2","1","0","6","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","1","5","0","2","0","0","0","0","",""
"北多摩西部","17","0","0","4","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","3","1","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","83","25","39","18","9","0","25","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年10月"
"集計期間終了月","2021年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","32","17","13","12","5","0","6","1","0","10","4"
"区南部","3","1","2","1","0","0","0","0","0","3","1"
"区西南部","29","9","4","8","0","0","7","0","0","5","3"
"区西部","37","11","69","20","0","0","17","0","0","11","4"
"区西北部","18","10","5","16","1","0","6","0","0","6","2"
"区東北部","8","1","0","0","0","0","1","0","0","3","1"
"区東部","35","5","2","8","1","0","11","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","1","5","0","2","0","4","0","0","5","1"
"北多摩西部","18","0","0","4","0","0","0","0","0","2","1"
"北多摩南部","0","0","0","1","0","0","20","1","0","3","3"
"北多摩北部","0","0","0","0","0","0","2","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","187","55","100","70","9","0","74","2","0","55","25"


