"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年45週"
"集計期間終了週","2009年45週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","11","4","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","15","2","1","1","15","1","1","2","12","0","2","2","0","1","0","0","0","0","0","0"
"1歳","72","1","1","1","20","5","6","2","23","0","4","2","1","0","0","0","0","0","0","0"
"2歳","92","0","0","0","22","9","15","0","0","0","0","9","1","1","0","0","0","0","0","0"
"3歳","154","0","2","5","13","4","2","0","0","0","1","8","0","0","0","1","0","0","0","0"
"4歳","171","0","1","4","16","6","3","0","0","0","1","5","0","0","0","0","0","0","0","0"
"5歳","233","0","1","10","12","6","1","4","1","0","0","7","0","0","0","0","0","0","0","0"
"6歳","283","0","0","7","13","2","0","1","0","0","0","4","0","0","0","0","0","0","0","0"
"7歳","315","0","0","8","6","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","335","0","0","7","9","0","0","0","0","0","1","3","1","0","0","0","0","0","1","0"
"9歳","293","0","0","4","13","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10～14歳","1037","0","0","8","17","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"15～19歳","316","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","194","0","0","4","20","0","0","0","0","1","1","0","0","0","0","3","0","0","0","0"
"30～39歳","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40～49歳","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3765","7","6","59","178","38","29","10","36","1","10","48","4","2","0","6","0","0","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年45週"
"集計期間終了週","2009年45週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","8","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","12","1","2","0","5","4","0","0","12","0","1","0","0","0","0","0","1","0","0","0"
"1歳","72","2","0","1","13","4","10","0","15","0","1","1","0","0","0","0","0","0","0","0"
"2歳","81","4","1","0","17","7","6","0","2","0","1","5","1","0","0","0","0","0","0","0"
"3歳","120","0","1","5","12","5","2","1","0","0","2","8","0","0","0","0","0","0","0","0"
"4歳","157","1","0","7","14","7","5","0","0","0","1","6","0","0","0","0","0","0","0","0"
"5歳","207","0","0","6","11","3","2","1","1","0","0","4","0","0","0","0","0","0","0","0"
"6歳","215","0","0","3","6","4","1","1","0","0","1","3","0","0","0","0","0","0","0","0"
"7歳","301","0","0","9","8","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","276","0","0","5","6","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","271","0","0","2","5","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"10～14歳","885","0","0","6","8","1","2","0","0","0","0","2","0","0","0","0","0","0","1","0"
"15～19歳","325","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","191","0","0","3","22","1","0","0","0","1","0","1","0","0","0","3","0","0","0","0"
"30～39歳","225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
