"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年21週
"集計期間終了週",2025年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","70","62","132","419"
"新型コロナウイルス感染症（COVID-19）","114","158","272","419"
"急性呼吸器感染症（ARI）","11162","11044","22206","419"
"RSウイルス感染症","14","14","28","264"
"咽頭結膜熱","57","43","100","264"
"Ａ群溶血性レンサ球菌咽頭炎","556","439","995","264"
"感染性胃腸炎","1103","924","2027","264"
"水痘","107","91","198","264"
"手足口病","23","17","40","264"
"伝染性紅斑","137","160","297","264"
"突発性発しん","49","46","95","264"
"ヘルパンギーナ","10","7","17","264"
"流行性耳下腺炎","11","12","23","264"
"不明発しん症","15","8","23","264"
"川崎病","4","3","7","264"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","5","9","14","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","3","2","5","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","2","2","4","25"
"インフルエンザ入院","1","3","4","25"
"COVID-19入院","9","7","16","25"
