"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年1週
"集計期間終了週",2009年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","285","261","546","255"
"RSウイルス感染症","5","1","6","126"
"咽頭結膜熱","3","6","9","126"
"Ａ群溶血性レンサ球菌咽頭炎","27","29","56","126"
"感染性胃腸炎","154","156","310","126"
"水痘","39","48","87","126"
"手足口病","1","3","4","126"
"伝染性紅斑","1","2","3","126"
"突発性発しん","6","10","16","126"
"百日咳","0","3","3","126"
"ヘルパンギーナ","0","1","1","126"
"流行性耳下腺炎","10","7","17","126"
"不明発しん症","2","1","3","126"
"川崎病","0","0","0","126"
"急性出血性結膜炎","0","0","0","33"
"流行性角結膜炎","2","1","3","33"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","2","0","2","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
