"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年1週
"集計期間終了週",2014年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","165","115","280","289"
"RSウイルス感染症","11","15","26","164"
"咽頭結膜熱","20","10","30","164"
"Ａ群溶血性レンサ球菌咽頭炎","40","27","67","164"
"感染性胃腸炎","240","253","493","164"
"水痘","52","47","99","164"
"手足口病","2","0","2","164"
"伝染性紅斑","6","5","11","164"
"突発性発しん","8","5","13","164"
"百日咳","0","0","0","164"
"ヘルパンギーナ","0","1","1","164"
"流行性耳下腺炎","3","6","9","164"
"不明発しん症","0","2","2","164"
"川崎病","1","0","1","164"
"急性出血性結膜炎","0","0","0","27"
"流行性角結膜炎","3","0","3","27"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","1","2","25"
"インフルエンザ入院","5","3","8","25"
