"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2000年9月"
"集計期間終了月","2000年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","11","23","4","10","0","1","29","7","3","",""
"区南部","0","0","0","0","0","0","5","0","0","",""
"区西南部","9","1","1","2","0","0","14","2","0","",""
"区西部","30","9","7","11","0","0","13","2","4","",""
"区西北部","32","9","6","9","0","3","7","2","0","",""
"区東北部","3","0","0","3","0","0","0","0","0","",""
"区東部","21","9","4","19","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","1","0","8","0","1","",""
"北多摩西部","2","1","2","17","0","0","0","0","0","",""
"北多摩南部","9","6","4","8","0","2","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","117","58","28","79","1","6","81","13","8","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2000年9月"
"集計期間終了月","2000年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","38","2","0","3","16","1","8","4","1","",""
"区南部","0","1","0","0","0","0","2","0","0","",""
"区西南部","0","0","0","0","0","0","10","3","0","",""
"区西部","58","9","6","9","2","0","10","2","0","",""
"区西北部","8","1","1","1","1","0","1","1","0","",""
"区東北部","3","0","0","0","1","0","0","0","0","",""
"区東部","2","1","1","2","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","16","1","2","0","2","0","4","0","0","",""
"北多摩西部","6","0","1","8","1","0","0","0","0","",""
"北多摩南部","5","4","4","0","0","1","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","136","19","15","23","23","3","37","10","1","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2000年9月"
"集計期間終了月","2000年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","49","25","4","13","16","2","37","11","4","7","5"
"区南部","0","1","0","0","0","0","7","0","0","5","1"
"区西南部","9","1","1","2","0","0","24","5","0","4","4"
"区西部","88","18","13","20","2","0","23","4","4","6","4"
"区西北部","40","10","7","10","1","3","8","3","0","6","2"
"区東北部","6","0","0","3","1","0","0","0","0","2","0"
"区東部","23","10","5","21","0","1","1","0","0","3","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","16","1","2","0","3","0","12","0","1","4","1"
"北多摩西部","8","1","3","25","1","0","0","0","0","2","1"
"北多摩南部","14","10","8","8","0","3","0","0","0","1","2"
"北多摩北部","0","0","0","0","0","0","6","0","0","0","3"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","253","77","43","102","24","9","118","23","9","41","25"


