"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2011年26週"
"集計期間終了週","2011年26週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","0","2","6","41","13","30","6","5","0","13","2","2","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","5","13","30","72","14","61","16","11","3","20","3","0","0","0","0","0","1","1","0","0","","","","","",""
"区西南部","1","1","6","26","42","12","41","8","7","0","19","3","5","1","0","1","0","0","0","0","0","","","","","",""
"区西部","0","3","1","30","49","17","25","4","6","0","15","3","4","0","0","1","0","0","1","0","0","","","","","",""
"区西北部","1","0","11","28","73","13","34","11","18","0","26","10","3","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","14","29","75","21","19","6","19","0","46","4","6","1","0","3","0","0","6","0","0","","","","","",""
"区東部","0","0","9","31","63","18","24","13","10","0","27","2","7","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","12","1","14","4","7","8","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","3","8","54","127","32","64","17","15","0","21","11","6","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","3","15","35","19","22","6","7","0","4","2","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","13","25","41","11","40","15","7","0","8","5","5","1","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","16","30","51","15","27","5","11","1","7","8","5","1","0","3","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6","13","108","305","683","189","394","115","119","4","207","53","47","4","0","9","0","1","10","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2011年26週"
"集計期間終了週","2011年26週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","1","1","8","32","11","17","12","9","0","23","1","1","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","5","12","30","58","16","40","25","7","3","23","2","4","0","0","1","0","1","1","0","0","","","","","",""
"区西南部","1","1","2","17","31","21","44","10","4","0","12","3","2","1","0","1","0","0","0","0","0","","","","","",""
"区西部","0","3","1","26","32","17","23","4","9","0","6","3","2","0","0","2","0","0","1","0","0","","","","","",""
"区西北部","2","0","8","25","51","14","26","24","15","1","26","8","1","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","3","9","18","61","12","4","5","13","0","29","5","3","3","0","1","0","0","5","0","0","","","","","",""
"区東部","0","0","8","22","83","12","12","11","13","0","19","6","6","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","7","6","20","5","1","7","1","0","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","1","1","9","48","84","47","41","16","15","2","26","10","5","1","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","9","13","34","16","21","8","4","0","3","1","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","8","27","33","13","22","13","13","0","7","5","3","1","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","15","18","46","11","18","10","10","1","7","1","3","1","0","3","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5","15","89","258","565","195","269","145","113","7","182","45","32","7","0","12","1","1","9","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2011年26週"
"集計期間終了週","2011年26週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","1","3","14","73","24","47","18","14","0","36","3","3","0","0","1","0","0","0","0","0","31","19","2","4","4","0"
"区南部","0","5","25","60","130","30","101","41","18","3","43","5","4","0","0","1","0","1","1","0","0","33","21","3","1","1","0"
"区西南部","1","1","8","43","73","33","85","18","11","0","31","6","7","1","0","2","0","0","0","0","0","39","25","4","2","3","0"
"区西部","0","3","2","56","81","34","48","8","15","0","21","6","6","0","0","3","0","0","2","0","0","38","24","3","4","4","0"
"区西北部","3","0","19","53","124","27","60","35","33","1","52","18","4","0","0","0","0","0","0","0","0","56","35","6","2","2","0"
"区東北部","0","3","23","47","136","33","23","11","32","0","75","9","9","4","0","4","0","0","11","0","0","40","25","4","1","1","0"
"区東部","0","0","17","53","146","30","36","24","23","0","46","8","13","0","0","1","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","0","0","19","7","34","9","8","15","4","0","2","0","0","0","0","0","1","0","0","0","0","14","8","1","1","1","0"
"南多摩","4","4","17","102","211","79","105","33","30","2","47","21","11","1","0","1","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","0","0","12","28","69","35","43","14","11","0","7","3","6","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","0","2","21","52","74","24","62","28","20","0","15","10","8","2","0","1","0","0","0","0","0","30","20","2","3","3","0"
"北多摩北部","0","0","31","48","97","26","45","15","21","1","14","9","8","1","0","3","0","0","4","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","9","19","197","563","1248","384","663","260","232","7","389","98","79","9","0","17","1","1","18","0","0","413","261","37","24","25","0"


