"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年31週
"集計期間終了週",2007年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","0","4","285"
"RSウイルス感染症","0","0","0","149"
"咽頭結膜熱","41","34","75","149"
"Ａ群溶血性レンサ球菌咽頭炎","72","73","145","149"
"感染性胃腸炎","253","196","449","149"
"水痘","58","52","110","149"
"手足口病","184","141","325","149"
"伝染性紅斑","24","28","52","149"
"突発性発しん","37","51","88","149"
"百日咳","1","2","3","149"
"風しん","0","1","1","149"
"ヘルパンギーナ","411","396","807","149"
"麻しん（成人麻しん以外）","1","0","1","149"
"流行性耳下腺炎","22","22","44","149"
"不明発しん症","10","8","18","149"
"川崎病","1","0","1","149"
"急性出血性結膜炎","1","1","2","39"
"流行性角結膜炎","10","10","20","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","3","2","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","3","3","25"
