"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年39週"
"集計期間終了週","2021年39週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","9","0","2","31","0","9","0","5","2","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区南部","0","3","4","4","22","0","2","0","9","11","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","0","14","1","2","0","6","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","1","2","7","19","2","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","2","1","3","35","0","8","0","6","12","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","2","1","1","24","2","5","0","7","0","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","2","32","0","2","0","4","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","6","1","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","4","0","5","48","1","3","0","5","8","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","17","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","0","4","25","4","1","0","8","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","0","3","38","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","23","8","34","311","12","33","0","58","47","8","4","1","0","3","0","0","1","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年39週"
"集計期間終了週","2021年39週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","1","2","38","0","4","1","3","5","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区南部","0","2","2","3","29","0","1","0","2","11","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","0","20","1","2","0","3","11","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","1","2","4","19","2","1","0","2","0","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","0","2","1","5","25","2","4","0","6","12","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","1","1","1","25","1","2","0","2","7","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","4","38","1","2","0","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","1","6","1","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","2","0","4","42","1","3","0","4","14","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","2","15","2","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","5","0","4","11","2","1","0","4","0","1","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","0","3","25","2","1","0","5","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","16","8","33","293","15","21","1","40","70","9","11","1","0","4","0","0","1","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年39週"
"集計期間終了週","2021年39週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","11","1","2","69","0","13","1","8","7","1","0","0","0","0","0","0","1","0","0","0","32","20","2","4","4","0"
"区南部","0","5","6","7","51","0","3","0","11","22","0","1","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","0","0","1","0","34","2","2","0","9","19","1","3","0","0","0","0","0","0","0","0","0","40","25","4","3","3","0"
"区西部","0","2","2","11","38","4","1","0","3","0","3","0","1","0","1","0","0","0","0","0","0","38","24","3","4","4","0"
"区西北部","0","2","1","8","60","2","12","0","12","24","0","1","0","0","3","0","0","0","0","0","0","55","36","6","2","2","0"
"区東北部","0","3","1","2","49","3","7","0","9","7","2","3","0","0","3","0","0","0","0","0","0","39","25","4","1","1","0"
"区東部","0","0","0","6","70","1","4","0","7","8","0","0","0","0","0","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","0","0","0","4","12","1","0","0","6","8","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","6","0","9","90","2","6","0","9","22","1","0","0","0","0","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","0","0","0","2","32","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","0","6","0","4","36","6","1","0","12","0","1","6","0","0","0","0","0","0","0","0","0","30","20","3","3","3","0"
"北多摩北部","0","2","0","6","63","3","1","0","8","0","1","0","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","0","37","12","61","604","26","50","1","98","117","11","14","1","0","7","0","0","1","0","0","0","412","262","38","25","25","0"


